dataset,model,test_acc,run,train_loss,train_acc,val_loss,val_acc,test_loss,size_MB,num_dimensions,num_classes,sequence_length,train_samples,test_samples,validation_samples,n_train_epochs,training_time_seconds
BasicMotions,linear_additive_isolated_sinusoidal,0.0,1,,,,,1.6216,0.2087,6,4,100,32,40,8,1,27.96
BasicMotions,1d_conv_additive_sinusoidal,0.25,1,,,,,1.3303,0.2124,6,4,100,32,40,8,1,28.3
BasicMotions,linear_component_wise_sinusoidal,0.95,1,0.4724,0.9688,0.5619,1.0,0.4505,0.2117,6,4,100,32,40,8,100,49.77
BasicMotions,1d_conv_component_wise_sinusoidal,1.0,1,0.3943,0.9375,0.4088,1.0,0.3658,0.2155,6,4,100,32,40,8,100,51.19
BasicMotions,linear_circular_conv_sinusoidal,0.3,1,,,,,1.3521,0.2098,6,4,100,32,40,8,1,27.77
BasicMotions,1d_conv_circular_conv_sinusoidal,0.975,1,0.4293,0.9688,0.5021,1.0,0.4124,0.2155,6,4,100,32,40,8,100,51.11
BasicMotions,1d_conv_circular_conv_isolated_sinusoidal,0.975,1,0.1701,1.0,0.2434,1.0,0.187,0.2139,6,4,100,32,40,8,72,45.69
BasicMotions,linear_additive_sinusoidal,0.1,2,,,,,1.4298,0.2086,6,4,100,32,40,8,1,27.55
BasicMotions,linear_additive_isolated_sinusoidal,0.925,2,0.5388,0.875,0.5579,1.0,0.562,0.2106,6,4,100,32,40,8,21,34.73
BasicMotions,1d_conv_additive_sinusoidal,0.25,2,,,,,1.3457,0.2124,6,4,100,32,40,8,1,28.67
BasicMotions,linear_component_wise_sinusoidal,0.25,2,,,,,1.3265,0.2098,6,4,100,32,40,8,1,28.72
BasicMotions,1d_conv_component_wise_sinusoidal,0.975,2,0.401,1.0,0.4501,1.0,0.3725,0.2138,6,4,100,32,40,8,100,50.39
BasicMotions,linear_circular_conv_sinusoidal,0.975,2,0.0075,1.0,0.1294,1.0,0.0761,0.2101,6,4,100,32,40,8,83,47.36
BasicMotions,1d_conv_circular_conv_sinusoidal,0.025,2,,,,,1.4826,0.2136,6,4,100,32,40,8,1,28.98
BasicMotions,1d_conv_circular_conv_isolated_sinusoidal,0.975,2,0.4747,0.9375,0.5313,1.0,0.4668,0.2139,6,4,100,32,40,8,75,46.67
BasicMotions,linear_additive_sinusoidal,0.35,3,,,,,1.4244,0.2086,6,4,100,32,40,8,1,28.53
BasicMotions,linear_additive_isolated_sinusoidal,0.05,3,,,,,1.6589,0.2087,6,4,100,32,40,8,1,27.85
BasicMotions,1d_conv_additive_sinusoidal,0.4,3,,,,,1.4316,0.2124,6,4,100,32,40,8,1,29.29
BasicMotions,linear_component_wise_sinusoidal,0.95,3,0.4441,1.0,0.5467,1.0,0.4248,0.2118,6,4,100,32,40,8,87,49.35
BasicMotions,1d_conv_component_wise_sinusoidal,0.95,3,0.5219,1.0,0.6595,1.0,0.51,0.2155,6,4,100,32,40,8,100,50.22
BasicMotions,linear_circular_conv_sinusoidal,0.95,3,0.5097,0.8125,0.6268,1.0,0.5001,0.2118,6,4,100,32,40,8,100,51.65
BasicMotions,1d_conv_circular_conv_sinusoidal,0.95,3,0.5501,0.875,0.6323,1.0,0.5392,0.2138,6,4,100,32,40,8,100,52.1
BasicMotions,1d_conv_circular_conv_isolated_sinusoidal,0.95,3,0.3922,1.0,0.4941,1.0,0.3844,0.2139,6,4,100,32,40,8,100,50.91
BasicMotions,linear_additive_sinusoidal,0.925,4,0.3824,0.8438,0.4163,1.0,0.3787,0.2106,6,4,100,32,40,8,24,35.78
BasicMotions,linear_additive_isolated_sinusoidal,0.2,4,,,,,1.5719,0.2087,6,4,100,32,40,8,1,28.44
BasicMotions,1d_conv_additive_sinusoidal,0.3,4,,,,,1.3266,0.2124,6,4,100,32,40,8,1,28.43
BasicMotions,linear_component_wise_sinusoidal,0.975,4,0.4272,1.0,0.493,1.0,0.4013,0.2117,6,4,100,32,40,8,100,50.4
BasicMotions,1d_conv_component_wise_sinusoidal,0.95,4,0.4775,0.875,0.5208,1.0,0.463,0.2155,6,4,100,32,40,8,100,50.37
BasicMotions,linear_circular_conv_sinusoidal,0.975,4,0.5111,0.9062,0.5672,1.0,0.4915,0.2118,6,4,100,32,40,8,100,52.01
BasicMotions,1d_conv_circular_conv_sinusoidal,0.975,4,0.5173,0.9062,0.6083,1.0,0.4968,0.2155,6,4,100,32,40,8,100,51.04
BasicMotions,1d_conv_circular_conv_isolated_sinusoidal,0.95,4,0.4637,0.875,0.5952,1.0,0.4539,0.2139,6,4,100,32,40,8,100,50.25
BasicMotions,linear_additive_sinusoidal,0.05,5,,,,,1.5488,0.2086,6,4,100,32,40,8,1,28.35
BasicMotions,linear_additive_isolated_sinusoidal,0.1,5,,,,,1.4677,0.2087,6,4,100,32,40,8,1,28.41
BasicMotions,1d_conv_additive_sinusoidal,0.4,5,,,,,1.458,0.2124,6,4,100,32,40,8,1,28.15
BasicMotions,linear_component_wise_sinusoidal,0.925,5,0.4318,0.9375,0.4977,1.0,0.4307,0.2101,6,4,100,32,40,8,100,50.33
BasicMotions,1d_conv_component_wise_sinusoidal,0.35,5,,,,,1.2796,0.2136,6,4,100,32,40,8,1,28.89
BasicMotions,linear_circular_conv_sinusoidal,0.55,5,0.4871,0.9688,0.5839,1.0,1.3662,0.2098,6,4,100,32,40,8,100,51.71
BasicMotions,1d_conv_circular_conv_sinusoidal,0.975,5,0.4701,0.9688,0.5333,1.0,0.4518,0.2155,6,4,100,32,40,8,100,51.69
BasicMotions,1d_conv_circular_conv_isolated_sinusoidal,0.275,5,,,,,1.3636,0.2136,6,4,100,32,40,8,1,29.17
DuckDuckGeese,linear_additive_sinusoidal,0.26,1,,,,,1.6065,1.9603,1345,5,270,40,50,10,1,49.97
DuckDuckGeese,linear_additive_isolated_sinusoidal,0.2,1,,,,,1.6363,1.9603,1345,5,270,40,50,10,1,49.56
DuckDuckGeese,1d_conv_additive_sinusoidal,0.46,1,,0.7,1.8571,0.3,,2.6181,1345,5,270,40,50,10,22,63.56
DuckDuckGeese,linear_component_wise_sinusoidal,0.2,1,1.6611,0.2,1.6132,0.2,1.6788,1.9615,1345,5,270,40,50,10,12,59.21
DuckDuckGeese,1d_conv_component_wise_sinusoidal,0.48,1,0.1002,1.0,2.6273,0.6,2.0172,2.6193,1345,5,270,40,50,10,21,65.71
DuckDuckGeese,linear_circular_conv_sinusoidal,0.2,1,1.3967,0.5,2.2392,0.2,1.6044,1.9615,1345,5,270,40,50,10,12,59.16
DuckDuckGeese,1d_conv_circular_conv_sinusoidal,0.44,1,0.7449,0.8,1.9581,0.5,1.4509,2.6193,1345,5,270,40,50,10,12,59.93
DuckDuckGeese,1d_conv_circular_conv_isolated_sinusoidal,0.34,1,1.4422,0.275,1.7997,0.2,1.4285,2.621,1345,5,270,40,50,10,12,59.64
DuckDuckGeese,linear_additive_sinusoidal,0.18,2,,,,,1.7149,1.9603,1345,5,270,40,50,10,1,50.05
DuckDuckGeese,linear_additive_isolated_sinusoidal,0.2,2,,,,,1.6224,1.9603,1345,5,270,40,50,10,1,50.78
DuckDuckGeese,1d_conv_additive_sinusoidal,0.26,2,,0.125,1.3662,0.6,,2.6199,1345,5,270,40,50,10,13,57.72
DuckDuckGeese,linear_component_wise_sinusoidal,0.2,2,,,,,1.6595,1.9615,1345,5,270,40,50,10,1,50.75
DuckDuckGeese,1d_conv_component_wise_sinusoidal,0.22,2,,,,,1.6721,2.619,1345,5,270,40,50,10,1,50.18
DuckDuckGeese,linear_circular_conv_sinusoidal,0.34,2,1.3127,0.45,1.6757,0.3,1.5103,1.9634,1345,5,270,40,50,10,13,59.26
DuckDuckGeese,1d_conv_circular_conv_sinusoidal,0.2,2,,,,,1.6335,2.619,1345,5,270,40,50,10,1,48.75
DuckDuckGeese,1d_conv_circular_conv_isolated_sinusoidal,0.42,2,0.9225,0.7,2.0851,0.5,1.577,2.621,1345,5,270,40,50,10,12,59.66
DuckDuckGeese,linear_additive_sinusoidal,0.2,3,,,,,1.5941,1.9603,1345,5,270,40,50,10,1,49.66
DuckDuckGeese,linear_additive_isolated_sinusoidal,0.12,3,,,,,1.7103,1.9603,1345,5,270,40,50,10,1,50.1
DuckDuckGeese,1d_conv_additive_sinusoidal,0.22,3,,0.1,1.7341,0.3,,2.6199,1345,5,270,40,50,10,12,58.19
DuckDuckGeese,linear_component_wise_sinusoidal,0.2,3,1.9321,0.2,1.6097,0.3,1.6487,1.9615,1345,5,270,40,50,10,13,60.2
DuckDuckGeese,1d_conv_component_wise_sinusoidal,0.22,3,,,,,1.6187,2.619,1345,5,270,40,50,10,1,50.96
DuckDuckGeese,linear_circular_conv_sinusoidal,0.22,3,1.6665,0.175,1.728,0.5,1.5998,1.9634,1345,5,270,40,50,10,12,58.92
DuckDuckGeese,1d_conv_circular_conv_sinusoidal,0.52,3,0.5349,0.85,2.0067,0.5,1.3893,2.6193,1345,5,270,40,50,10,12,59.51
DuckDuckGeese,1d_conv_circular_conv_isolated_sinusoidal,0.16,3,0.7048,0.925,1.883,0.4,1.6298,2.6191,1345,5,270,40,50,10,12,60.42
DuckDuckGeese,linear_additive_sinusoidal,0.18,4,,,,,1.5899,1.9603,1345,5,270,40,50,10,1,48.69
DuckDuckGeese,linear_additive_isolated_sinusoidal,0.22,4,,,,,1.7117,1.9603,1345,5,270,40,50,10,1,49.22
DuckDuckGeese,1d_conv_additive_sinusoidal,0.38,4,,0.475,1.7005,0.4,,2.6199,1345,5,270,40,50,10,13,58.33
DuckDuckGeese,linear_component_wise_sinusoidal,0.22,4,1.66,0.275,1.8786,0.2,1.5827,1.9634,1345,5,270,40,50,10,12,59.8
DuckDuckGeese,1d_conv_component_wise_sinusoidal,0.4,4,1.0161,0.55,2.2253,0.3,1.5982,2.621,1345,5,270,40,50,10,12,59.81
DuckDuckGeese,linear_circular_conv_sinusoidal,0.18,4,0.6466,0.825,2.3723,0.3,1.7295,1.9615,1345,5,270,40,50,10,15,61.9
DuckDuckGeese,1d_conv_circular_conv_sinusoidal,0.48,4,0.8864,0.775,2.0568,0.5,1.4835,2.621,1345,5,270,40,50,10,17,62.86
DuckDuckGeese,1d_conv_circular_conv_isolated_sinusoidal,0.5,4,0.6887,0.8,1.9689,0.5,1.5648,2.621,1345,5,270,40,50,10,12,59.23
DuckDuckGeese,linear_additive_sinusoidal,0.16,5,,,,,1.692,1.9603,1345,5,270,40,50,10,1,49.76
DuckDuckGeese,linear_additive_isolated_sinusoidal,0.2,5,,,,,1.6458,1.9603,1345,5,270,40,50,10,1,50.87
DuckDuckGeese,1d_conv_additive_sinusoidal,0.38,5,,0.725,1.8574,0.4,,2.6181,1345,5,270,40,50,10,20,61.81
DuckDuckGeese,linear_component_wise_sinusoidal,0.26,5,1.6413,0.225,1.7032,0.3,1.5924,1.9634,1345,5,270,40,50,10,12,59.79
DuckDuckGeese,1d_conv_component_wise_sinusoidal,0.18,5,,,,,1.6296,2.619,1345,5,270,40,50,10,1,51.27
DuckDuckGeese,linear_circular_conv_sinusoidal,0.1,5,,,,,1.6785,1.9615,1345,5,270,40,50,10,1,51.32
DuckDuckGeese,1d_conv_circular_conv_sinusoidal,0.42,5,0.5585,0.825,1.8299,0.6,1.6789,2.6193,1345,5,270,40,50,10,22,66.83
DuckDuckGeese,1d_conv_circular_conv_isolated_sinusoidal,0.4,5,0.774,0.8,2.3135,0.5,1.5135,2.6193,1345,5,270,40,50,10,12,59.05
Cricket,linear_additive_sinusoidal,0.0417,1,,,,,2.5949,0.5035,6,12,1197,86,72,22,1,31.43
Cricket,linear_additive_isolated_sinusoidal,0.0556,1,,,,,2.5052,0.5035,6,12,1197,86,72,22,1,31.22
Cricket,1d_conv_additive_sinusoidal,0.0556,1,,,,,2.5066,0.5073,6,12,1197,86,72,22,1,32.33
Cricket,linear_component_wise_sinusoidal,0.0417,1,,,,,2.5012,0.5047,6,12,1197,86,72,22,1,32.81
Cricket,1d_conv_component_wise_sinusoidal,0.1527,1,,,,,2.4424,0.5084,6,12,1197,86,72,22,1,33.32
Cricket,linear_circular_conv_sinusoidal,0.8473,1,0.7944,0.9186,0.6332,1.0,0.7501,0.5049,6,12,1197,86,72,22,100,71.29
Cricket,1d_conv_circular_conv_sinusoidal,0.0834,1,,,,,2.5163,0.5084,6,12,1197,86,72,22,1,34.35
Cricket,1d_conv_circular_conv_isolated_sinusoidal,0.9306,1,0.0524,1.0,0.0886,1.0,0.3103,0.5087,6,12,1197,86,72,22,55,56.26
Cricket,linear_additive_sinusoidal,0.9306,2,1.1362,0.9302,0.963,1.0,0.9918,0.5054,6,12,1197,86,72,22,90,64.1
Cricket,linear_additive_isolated_sinusoidal,0.2083,2,,,,,2.3916,0.5035,6,12,1197,86,72,22,1,30.9
Cricket,1d_conv_additive_sinusoidal,0.9306,2,0.3497,1.0,0.269,1.0,0.3917,0.5075,6,12,1197,86,72,22,57,55.69
Cricket,linear_component_wise_sinusoidal,0.8889,2,0.6603,0.8953,0.5574,1.0,0.6877,0.5049,6,12,1197,86,72,22,83,67.4
Cricket,1d_conv_component_wise_sinusoidal,0.0833,2,,,,,2.4884,0.5084,6,12,1197,86,72,22,1,33.95
Cricket,linear_circular_conv_sinusoidal,0.8473,2,0.5164,0.9768,0.4211,1.0,0.5908,0.5049,6,12,1197,86,72,22,100,71.9
Cricket,1d_conv_circular_conv_sinusoidal,0.9306,2,0.2662,0.9884,0.2314,1.0,0.3846,0.5087,6,12,1197,86,72,22,100,70.7
Cricket,1d_conv_circular_conv_isolated_sinusoidal,0.0694,2,,,,,2.5244,0.5085,6,12,1197,86,72,22,1,34.13
Cricket,linear_additive_sinusoidal,0.9723,3,0.2419,1.0,0.194,1.0,0.2468,0.5037,6,12,1197,86,72,22,80,61.9
Cricket,linear_additive_isolated_sinusoidal,0.9028,3,1.0749,0.9419,0.9253,1.0,0.9578,0.5054,6,12,1197,86,72,22,100,67.98
Cricket,1d_conv_additive_sinusoidal,0.0972,3,,,,,2.4676,0.5073,6,12,1197,86,72,22,1,31.54
Cricket,linear_component_wise_sinusoidal,0.9028,3,0.4871,0.9651,0.3747,1.0,0.5496,0.5049,6,12,1197,86,72,22,60,58.17
Cricket,1d_conv_component_wise_sinusoidal,0.9027,3,0.5402,0.8837,0.4208,1.0,0.5459,0.5087,6,12,1197,86,72,22,67,59.33
Cricket,linear_circular_conv_sinusoidal,0.8611,3,0.3267,0.9768,0.2427,1.0,0.4274,0.5049,6,12,1197,86,72,22,73,62.74
Cricket,1d_conv_circular_conv_sinusoidal,0.9028,3,0.1427,0.9884,0.1358,1.0,0.3295,0.5087,6,12,1197,86,72,22,100,71.66
Cricket,1d_conv_circular_conv_isolated_sinusoidal,0.0139,3,,,,,2.5221,0.5085,6,12,1197,86,72,22,1,33.89
Cricket,linear_additive_sinusoidal,0.0416,4,,,,,2.4888,0.5035,6,12,1197,86,72,22,1,31.38
Cricket,linear_additive_isolated_sinusoidal,0.0555,4,,,,,2.5697,0.5035,6,12,1197,86,72,22,1,32.03
Cricket,1d_conv_additive_sinusoidal,0.0694,4,,,,,2.4808,0.5073,6,12,1197,86,72,22,1,32.85
Cricket,linear_component_wise_sinusoidal,0.0556,4,,,,,2.5691,0.5047,6,12,1197,86,72,22,1,34.07
Cricket,1d_conv_component_wise_sinusoidal,0.8472,4,0.5825,0.9069,0.4758,1.0,0.6692,0.5087,6,12,1197,86,72,22,100,70.17
Cricket,linear_circular_conv_sinusoidal,0.9028,4,0.3599,0.9651,0.3868,0.9091,0.4074,0.5049,6,12,1197,86,72,22,51,54.62
Cricket,1d_conv_circular_conv_sinusoidal,0.0,4,,,,,2.5348,0.5084,6,12,1197,86,72,22,1,33.41
Cricket,1d_conv_circular_conv_isolated_sinusoidal,0.8195,4,0.8207,0.8604,0.6629,1.0,0.8385,0.5087,6,12,1197,86,72,22,60,57.07
Cricket,linear_additive_sinusoidal,0.9306,5,0.8536,0.9418,0.7618,1.0,0.7672,0.5054,6,12,1197,86,72,22,100,66.88
Cricket,linear_additive_isolated_sinusoidal,0.8889,5,0.935,0.9418,0.8052,1.0,0.8375,0.5054,6,12,1197,86,72,22,100,67.35
Cricket,1d_conv_additive_sinusoidal,0.0694,5,,,,,2.4251,0.5073,6,12,1197,86,72,22,1,31.98
Cricket,linear_component_wise_sinusoidal,0.125,5,,,,,2.4878,0.5047,6,12,1197,86,72,22,1,32.58
Cricket,1d_conv_component_wise_sinusoidal,0.9166,5,0.1851,0.9884,0.1773,1.0,0.2915,0.5087,6,12,1197,86,72,22,50,54.86
Cricket,linear_circular_conv_sinusoidal,0.0,5,,,,,2.4734,0.5047,6,12,1197,86,72,22,1,34.03
Cricket,1d_conv_circular_conv_sinusoidal,0.0694,5,,,,,2.5239,0.5084,6,12,1197,86,72,22,1,34.06
Cricket,1d_conv_circular_conv_isolated_sinusoidal,0.8472,5,1.0106,0.9069,0.8834,1.0,0.9832,0.5087,6,12,1197,86,72,22,71,61.91
Handwriting,linear_additive_sinusoidal,0.1553,1,1.8255,0.5584,2.9665,0.2667,3.2274,0.2257,3,26,152,120,850,30,30,33.36
Handwriting,linear_additive_isolated_sinusoidal,0.0341,1,,,,,3.2621,0.2255,3,26,152,120,850,30,1,23.22
Handwriting,1d_conv_additive_sinusoidal,0.0471,1,,,,,3.2934,0.2278,3,26,152,120,850,30,1,23.6
Handwriting,linear_component_wise_sinusoidal,0.0823,1,3.2245,0.0583,3.2451,0.1,3.2655,0.2286,3,26,152,120,850,30,12,29.7
Handwriting,1d_conv_component_wise_sinusoidal,0.0718,1,3.0312,0.1,3.2919,0.1,3.2992,0.231,3,26,152,120,850,30,12,29.02
Handwriting,linear_circular_conv_sinusoidal,0.0353,1,,,,,3.2759,0.2267,3,26,152,120,850,30,1,24.28
Handwriting,1d_conv_circular_conv_sinusoidal,0.1318,1,2.3505,0.2833,3.1702,0.1667,3.3218,0.2292,3,26,152,120,850,30,25,34.16
Handwriting,1d_conv_circular_conv_isolated_sinusoidal,0.0412,1,2.7675,0.2083,3.2911,0.1,3.2643,0.229,3,26,152,120,850,30,12,29.72
Handwriting,linear_additive_sinusoidal,0.0541,2,,,,,3.2879,0.2255,3,26,152,120,850,30,1,22.8
Handwriting,linear_additive_isolated_sinusoidal,0.0317,2,,,,,3.3141,0.2255,3,26,152,120,850,30,1,22.97
Handwriting,1d_conv_additive_sinusoidal,0.02,2,,,,,3.289,0.2278,3,26,152,120,850,30,1,22.94
Handwriting,linear_component_wise_sinusoidal,0.0765,2,2.9987,0.1833,3.2813,0.1,3.2618,0.2286,3,26,152,120,850,30,12,29.3
Handwriting,1d_conv_component_wise_sinusoidal,0.04,2,,,,,3.279,0.2289,3,26,152,120,850,30,1,24.06
Handwriting,linear_circular_conv_sinusoidal,0.1,2,2.7498,0.2084,3.2597,0.1,3.3291,0.2286,3,26,152,120,850,30,12,29.2
Handwriting,1d_conv_circular_conv_sinusoidal,0.1,2,2.7262,0.225,3.3447,0.0667,3.3577,0.231,3,26,152,120,850,30,12,29.42
Handwriting,1d_conv_circular_conv_isolated_sinusoidal,0.1447,2,1.8586,0.4666,3.3947,0.1667,3.4011,0.2292,3,26,152,120,850,30,27,34.04
Handwriting,linear_additive_sinusoidal,0.027,3,,,,,3.3159,0.2255,3,26,152,120,850,30,1,22.98
Handwriting,linear_additive_isolated_sinusoidal,0.1835,3,1.6429,0.6083,3.122,0.2,3.1636,0.2258,3,26,152,120,850,30,47,38.16
Handwriting,1d_conv_additive_sinusoidal,0.0259,3,,,,,3.301,0.2278,3,26,152,120,850,30,1,22.6
Handwriting,linear_component_wise_sinusoidal,0.0706,3,3.1156,0.1,3.2555,0.1667,3.2574,0.2286,3,26,152,120,850,30,12,29.14
Handwriting,1d_conv_component_wise_sinusoidal,0.1271,3,2.3328,0.325,3.166,0.1667,3.3001,0.2292,3,26,152,120,850,30,29,34.5
Handwriting,linear_circular_conv_sinusoidal,0.1188,3,2.4937,0.3,3.11,0.1333,3.3028,0.2269,3,26,152,120,850,30,26,33.67
Handwriting,1d_conv_circular_conv_sinusoidal,0.1188,3,2.1628,0.3917,3.0326,0.2,3.3266,0.2292,3,26,152,120,850,30,30,34.72
Handwriting,1d_conv_circular_conv_isolated_sinusoidal,0.0482,3,3.2534,0.0167,3.2325,0.1,3.2415,0.231,3,26,152,120,850,30,12,29.74
Handwriting,linear_additive_sinusoidal,0.0518,4,,,,,3.2694,0.2255,3,26,152,120,850,30,1,23.13
Handwriting,linear_additive_isolated_sinusoidal,0.1871,4,1.7093,0.5667,2.9543,0.2667,3.1016,0.2258,3,26,152,120,850,30,26,32.55
Handwriting,1d_conv_additive_sinusoidal,0.0623,4,,,,,3.294,0.2278,3,26,152,120,850,30,1,23.85
Handwriting,linear_component_wise_sinusoidal,0.0482,4,2.7304,0.2083,3.3128,0.0667,3.2381,0.2267,3,26,152,120,850,30,24,33.65
Handwriting,1d_conv_component_wise_sinusoidal,0.1165,4,2.3742,0.3083,3.1715,0.1333,3.3122,0.2292,3,26,152,120,850,30,24,33.76
Handwriting,linear_circular_conv_sinusoidal,0.0318,4,,,,,3.2916,0.2267,3,26,152,120,850,30,1,24.16
Handwriting,1d_conv_circular_conv_sinusoidal,0.027,4,3.2807,0.0167,3.2727,0.0333,3.2781,0.2289,3,26,152,120,850,30,12,29.92
Handwriting,1d_conv_circular_conv_isolated_sinusoidal,0.0918,4,2.9431,0.2,3.2184,0.1333,3.2545,0.231,3,26,152,120,850,30,26,33.33
Handwriting,linear_additive_sinusoidal,0.1024,5,2.853,0.2083,3.1554,0.2667,3.2313,0.2274,3,26,152,120,850,30,27,32.76
Handwriting,linear_additive_isolated_sinusoidal,0.1012,5,2.6086,0.2833,3.1306,0.1667,3.2235,0.2275,3,26,152,120,850,30,19,29.21
Handwriting,1d_conv_additive_sinusoidal,0.2459,5,0.8039,0.9,2.8683,0.3333,3.0735,0.228,3,26,152,120,850,30,45,38.6
Handwriting,linear_component_wise_sinusoidal,0.1094,5,2.6854,0.2583,3.3077,0.1,3.3248,0.2286,3,26,152,120,850,30,13,29.86
Handwriting,1d_conv_component_wise_sinusoidal,0.0364,5,,,,,3.2935,0.2289,3,26,152,120,850,30,1,24.09
Handwriting,linear_circular_conv_sinusoidal,0.0412,5,,,,,3.2894,0.2267,3,26,152,120,850,30,1,24.5
Handwriting,1d_conv_circular_conv_sinusoidal,0.1388,5,2.0273,0.4333,3.2305,0.1333,3.2994,0.2292,3,26,152,120,850,30,27,34.67
Handwriting,1d_conv_circular_conv_isolated_sinusoidal,0.0671,5,3.2689,0.0583,3.2512,0.1,3.2437,0.231,3,26,152,120,850,30,12,30.84
ERing,linear_additive_sinusoidal,0.737,1,0.1351,1.0,0.6221,0.8333,0.7195,0.199,4,6,65,24,270,6,40,36.36
ERing,linear_additive_isolated_sinusoidal,0.7815,1,0.0521,1.0,0.1632,1.0,0.6175,0.1991,4,6,65,24,270,6,52,38.82
ERing,1d_conv_additive_sinusoidal,0.1667,1,,,,,1.7768,0.2016,4,6,65,24,270,6,1,22.77
ERing,linear_component_wise_sinusoidal,0.1852,1,,,,,1.8879,0.2,4,6,65,24,270,6,1,23.69
ERing,1d_conv_component_wise_sinusoidal,0.8259,1,0.3082,1.0,0.3564,1.0,0.4787,0.203,4,6,65,24,270,6,52,41.54
ERing,linear_circular_conv_sinusoidal,0.8926,1,0.1679,1.0,0.2148,1.0,0.3425,0.2003,4,6,65,24,270,6,46,38.95
ERing,1d_conv_circular_conv_sinusoidal,0.9037,1,0.1812,0.9583,0.2364,1.0,0.3363,0.203,4,6,65,24,270,6,60,43.91
ERing,1d_conv_circular_conv_isolated_sinusoidal,0.1519,1,,,,,1.8004,0.2028,4,6,65,24,270,6,1,22.53
ERing,linear_additive_sinusoidal,0.2074,2,,,,,1.7931,0.1988,4,6,65,24,270,6,1,22.67
ERing,linear_additive_isolated_sinusoidal,0.737,2,0.1871,0.9583,0.3001,1.0,0.7395,0.1991,4,6,65,24,270,6,39,35.83
ERing,1d_conv_additive_sinusoidal,0.1444,2,,,,,1.8132,0.2016,4,6,65,24,270,6,1,21.58
ERing,linear_component_wise_sinusoidal,0.9,2,0.1511,1.0,0.1811,1.0,0.3283,0.2003,4,6,65,24,270,6,46,37.85
ERing,1d_conv_component_wise_sinusoidal,0.8889,2,0.6415,0.9583,0.4611,1.0,0.6294,0.2048,4,6,65,24,270,6,46,38.59
ERing,linear_circular_conv_sinusoidal,0.8704,2,0.3543,0.9583,0.3657,1.0,0.4485,0.2003,4,6,65,24,270,6,46,37.7
ERing,1d_conv_circular_conv_sinusoidal,0.8741,2,0.1989,0.9583,0.2104,1.0,0.3616,0.203,4,6,65,24,270,6,26,32.28
ERing,1d_conv_circular_conv_isolated_sinusoidal,0.2,2,,,,,1.8047,0.2028,4,6,65,24,270,6,1,23.31
ERing,linear_additive_sinusoidal,0.8222,3,0.2201,0.9583,0.3827,1.0,0.567,0.199,4,6,65,24,270,6,25,30.96
ERing,linear_additive_isolated_sinusoidal,0.8222,3,0.1448,1.0,0.5403,0.8333,0.5423,0.1991,4,6,65,24,270,6,31,33.21
ERing,1d_conv_additive_sinusoidal,0.7741,3,0.2178,1.0,0.3006,1.0,0.6316,0.2019,4,6,65,24,270,6,42,36.9
ERing,linear_component_wise_sinusoidal,0.263,3,,,,,1.8161,0.2,4,6,65,24,270,6,1,23.8
ERing,1d_conv_component_wise_sinusoidal,0.8778,3,0.0346,1.0,0.2364,1.0,0.3264,0.203,4,6,65,24,270,6,92,51.09
ERing,linear_circular_conv_sinusoidal,0.7778,3,0.6883,0.9167,0.7738,1.0,0.7484,0.2019,4,6,65,24,270,6,100,52.86
ERing,1d_conv_circular_conv_sinusoidal,0.8815,3,0.6111,0.9583,0.5966,1.0,0.6139,0.2048,4,6,65,24,270,6,33,35.8
ERing,1d_conv_circular_conv_isolated_sinusoidal,0.0667,3,,,,,1.8898,0.2028,4,6,65,24,270,6,1,24.13
ERing,linear_additive_sinusoidal,0.7667,4,0.7875,0.8333,0.8092,0.8333,0.8448,0.2007,4,6,65,24,270,6,26,31.59
ERing,linear_additive_isolated_sinusoidal,0.1852,4,,,,,1.7925,0.1989,4,6,65,24,270,6,1,22.72
ERing,1d_conv_additive_sinusoidal,0.1593,4,,,,,1.8049,0.2016,4,6,65,24,270,6,1,22.4
ERing,linear_component_wise_sinusoidal,0.863,4,0.2271,1.0,0.2469,1.0,0.3796,0.2003,4,6,65,24,270,6,100,52.28
ERing,1d_conv_component_wise_sinusoidal,0.8481,4,0.6373,0.9583,0.5745,1.0,0.6523,0.2047,4,6,65,24,270,6,100,52.46
ERing,linear_circular_conv_sinusoidal,0.9,4,0.1287,1.0,0.1516,1.0,0.3178,0.2003,4,6,65,24,270,6,49,39.28
ERing,1d_conv_circular_conv_sinusoidal,0.8667,4,0.3752,0.9167,0.4058,1.0,0.4771,0.203,4,6,65,24,270,6,81,49.47
ERing,1d_conv_circular_conv_isolated_sinusoidal,0.863,4,0.3119,0.9583,0.4066,1.0,0.4929,0.2031,4,6,65,24,270,6,100,52.85
ERing,linear_additive_sinusoidal,0.763,5,0.2013,1.0,0.2705,1.0,0.6968,0.199,4,6,65,24,270,6,43,36.42
ERing,linear_additive_isolated_sinusoidal,0.2926,5,,,,,1.7665,0.1989,4,6,65,24,270,6,1,22.19
ERing,1d_conv_additive_sinusoidal,0.1407,5,,,,,1.7902,0.2016,4,6,65,24,270,6,1,22.18
ERing,linear_component_wise_sinusoidal,0.8963,5,0.1865,1.0,0.1261,1.0,0.3103,0.2003,4,6,65,24,270,6,64,43.66
ERing,1d_conv_component_wise_sinusoidal,0.863,5,0.2533,0.9583,0.2389,1.0,0.3848,0.203,4,6,65,24,270,6,44,39.18
