dataset,model,run,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,size_MB,num_dimensions,num_classes,sequence_length,train_samples,test_samples,validation_samples,best_epoch,training_time_seconds
Cricket,linear_circular_conv_N_L_1,1,0.0587,0.9884,0.1331,1.0,0.3337,0.9028,0.5052,6,12,1197,86,72,22,68,78.09
Cricket,linear_circular_conv_N_L_1,2,0.7763,0.9651,0.6705,1.0,0.7683,0.7778,0.507,6,12,1197,86,72,22,80,84.63
Cricket,linear_circular_conv_N_L_1,3,0.6276,0.9651,0.564,1.0,0.6705,0.8889,0.507,6,12,1197,86,72,22,54,74.48
Cricket,linear_circular_conv_N_L_1,4,0.2883,0.9651,0.3052,1.0,0.4053,0.875,0.5052,6,12,1197,86,72,22,66,78.37
Cricket,linear_circular_conv_N_L_1,5,0.4422,0.9884,0.3706,1.0,0.53,0.875,0.5052,6,12,1197,86,72,22,56,73.66
Cricket,linear_circular_conv_N_L_1,6,0.4762,0.9768,0.3664,1.0,0.5152,0.9166,0.5052,6,12,1197,86,72,22,66,79.48
Cricket,linear_circular_conv_N_L_1,7,0.3465,1.0,0.2679,1.0,0.4549,0.9028,0.5052,6,12,1197,86,72,22,100,92.47
Cricket,linear_circular_conv_N_L_1,8,0.149,0.9884,0.1815,1.0,0.2874,0.9167,0.5052,6,12,1197,86,72,22,57,77.18
Cricket,linear_circular_conv_N_L_1,9,0.0933,0.9884,0.1303,1.0,0.2076,0.9306,0.5052,6,12,1197,86,72,22,91,89.28
Cricket,linear_circular_conv_N_L_1,10,0.2157,1.0,0.2134,1.0,0.3229,0.9306,0.5052,6,12,1197,86,72,22,98,91.78
Handwriting,linear_circular_conv_N_L_1,1,1.5708,0.625,3.2012,0.1667,3.3598,0.1871,0.2272,3,26,152,120,850,30,27,49.23
Handwriting,linear_circular_conv_N_L_1,2,1.4177,0.6334,3.2287,0.2,3.4617,0.1741,0.2272,3,26,152,120,850,30,28,48.5
Handwriting,linear_circular_conv_N_L_1,3,3.3431,0.0417,3.1461,0.0667,3.271,0.0647,0.2289,3,26,152,120,850,30,12,42.01
Handwriting,linear_circular_conv_N_L_1,4,1.6133,0.5916,3.0457,0.2333,3.3859,0.18,0.2272,3,26,152,120,850,30,23,47.38
Handwriting,linear_circular_conv_N_L_1,5,1.7937,0.4583,3.1984,0.1667,3.4767,0.1471,0.2272,3,26,152,120,850,30,22,46.96
Handwriting,linear_circular_conv_N_L_1,6,2.9878,0.1667,3.3287,0.0667,3.3165,0.0906,0.2289,3,26,152,120,850,30,12,42.03
Handwriting,linear_circular_conv_N_L_1,7,,,,,3.3525,0.0353,0.2269,3,26,152,120,850,30,1,32.03
Handwriting,linear_circular_conv_N_L_1,8,1.1966,0.7667,3.2403,0.2,3.6017,0.1459,0.2272,3,26,152,120,850,30,23,47.05
Handwriting,linear_circular_conv_N_L_1,9,2.3111,0.375,3.1709,0.1333,3.353,0.1129,0.2289,3,26,152,120,850,30,21,45.74
Handwriting,linear_circular_conv_N_L_1,10,1.0654,0.8333,3.0753,0.2,3.4775,0.1871,0.2272,3,26,152,120,850,30,26,47.24
ERing,linear_circular_conv_N_L_1,1,0.6992,0.875,0.5766,1.0,0.7129,0.8,0.2022,4,6,65,24,270,6,42,71.73
ERing,linear_circular_conv_N_L_1,2,0.7508,0.8333,0.6986,0.8333,0.7111,0.7926,0.2022,4,6,65,24,270,6,23,63.33
ERing,linear_circular_conv_N_L_1,3,0.3436,1.0,0.3893,1.0,0.4619,0.8556,0.2022,4,6,65,24,270,6,76,85.45
ERing,linear_circular_conv_N_L_1,4,0.024,1.0,0.1225,1.0,0.3224,0.8741,0.2006,4,6,65,24,270,6,64,80.82
ERing,linear_circular_conv_N_L_1,5,0.4792,0.9583,0.3541,1.0,0.4897,0.8926,0.2022,4,6,65,24,270,6,40,72.67
ERing,linear_circular_conv_N_L_1,6,0.3781,0.9167,0.2839,1.0,0.503,0.8593,0.2022,4,6,65,24,270,6,98,90.08
ERing,linear_circular_conv_N_L_1,7,0.1636,1.0,0.1459,1.0,0.3516,0.9037,0.2006,4,6,65,24,270,6,23,64.67
ERing,linear_circular_conv_N_L_1,8,0.6149,0.9583,0.459,1.0,0.5418,0.8852,0.2022,4,6,65,24,270,6,41,72.7
ERing,linear_circular_conv_N_L_1,9,0.564,1.0,0.5881,1.0,0.609,0.8333,0.2022,4,6,65,24,270,6,24,61.32
ERing,linear_circular_conv_N_L_1,10,0.5187,0.9167,0.4991,1.0,0.5134,0.8852,0.2022,4,6,65,24,270,6,42,72.43
AtrialFibrillation,linear_circular_conv_N_L_1,1,0.5746,0.75,1.6322,0.6667,1.808,0.2667,0.3453,2,3,640,12,15,3,15,61.89
AtrialFibrillation,linear_circular_conv_N_L_1,2,0.7172,0.6667,1.234,0.6667,1.5517,0.2667,0.3453,2,3,640,12,15,3,16,58.69
AtrialFibrillation,linear_circular_conv_N_L_1,3,0.8337,0.75,0.6996,0.6667,1.5717,0.3333,0.3453,2,3,640,12,15,3,14,59.74
AtrialFibrillation,linear_circular_conv_N_L_1,4,0.5401,0.8333,1.4608,0.6667,1.2038,0.3333,0.3433,2,3,640,12,15,3,14,60.21
AtrialFibrillation,linear_circular_conv_N_L_1,5,0.6061,0.75,1.3979,0.6667,2.3814,0.2667,0.3452,2,3,640,12,15,3,12,58.64
AtrialFibrillation,linear_circular_conv_N_L_1,6,0.4052,0.9167,1.6999,0.6667,2.0011,0.2667,0.3452,2,3,640,12,15,3,13,58.9
AtrialFibrillation,linear_circular_conv_N_L_1,7,0.5849,0.75,0.9351,0.6667,1.2646,0.3333,0.3433,2,3,640,12,15,3,11,59.69
AtrialFibrillation,linear_circular_conv_N_L_1,8,0.9265,0.5833,1.6483,0.3333,1.6676,0.4,0.3453,2,3,640,12,15,3,14,58.73
AtrialFibrillation,linear_circular_conv_N_L_1,9,0.4405,0.75,2.0605,0.6667,1.2032,0.2,0.3433,2,3,640,12,15,3,13,60.2
AtrialFibrillation,linear_circular_conv_N_L_1,10,0.5004,0.9167,1.6211,0.6667,1.9283,0.4,0.3453,2,3,640,12,15,3,12,59.51
StandWalkJump,linear_circular_conv_N_L_1,1,0.8406,0.5556,1.1249,0.6667,1.1676,0.3333,0.8311,4,3,2500,9,15,3,14,60.39
StandWalkJump,linear_circular_conv_N_L_1,2,1.0372,0.5556,1.3412,0.3333,1.1228,0.4667,0.8311,4,3,2500,9,15,3,19,62.3
StandWalkJump,linear_circular_conv_N_L_1,3,1.0728,0.3333,1.2817,0.6667,1.5613,0.2,0.8331,4,3,2500,9,15,3,14,61.39
StandWalkJump,linear_circular_conv_N_L_1,4,0.9905,0.5556,0.8893,0.6667,1.3593,0.2,0.8331,4,3,2500,9,15,3,15,60.78
StandWalkJump,linear_circular_conv_N_L_1,5,0.8614,0.4444,1.2767,0.6667,1.4734,0.2667,0.8331,4,3,2500,9,15,3,16,61.69
StandWalkJump,linear_circular_conv_N_L_1,6,1.1405,0.1111,1.2483,0.3333,1.1113,0.2667,0.8311,4,3,2500,9,15,3,12,61.35
StandWalkJump,linear_circular_conv_N_L_1,7,0.5773,0.8889,1.1426,0.6667,1.3561,0.2667,0.8331,4,3,2500,9,15,3,27,67.5
StandWalkJump,linear_circular_conv_N_L_1,8,1.1931,0.2222,1.3618,0.3333,1.0617,0.4667,0.8311,4,3,2500,9,15,3,17,46.12
StandWalkJump,linear_circular_conv_N_L_1,9,1.1592,0.3333,1.5992,0.3333,1.4922,0.3333,0.8331,4,3,2500,9,15,3,19,63.62
StandWalkJump,linear_circular_conv_N_L_1,10,1.2716,0.2222,1.685,0.3333,1.1259,0.4,0.8311,4,3,2500,9,15,3,11,42.92
FaceDetection,linear_additive_N_L_4,1,0.6722,0.5811,0.6905,0.5612,0.6901,0.5494,0.7837,144,2,62,4712,3524,1178,22,45.52
FaceDetection,linear_component_wise_N_L_4,1,0.4609,0.7842,0.5521,0.7504,0.7277,0.6436,0.7849,144,2,62,4712,3524,1178,19,42.05
FaceDetection,linear_circular_conv_N_L_4,1,0.4407,0.8094,0.5625,0.7573,0.7086,0.6706,0.7849,144,2,62,4712,3524,1178,28,53.53
FaceDetection,linear_additive_N_L_4,2,0.6774,0.5732,0.6899,0.5551,0.696,0.5309,0.7837,144,2,62,4712,3524,1178,42,67.54
FaceDetection,linear_component_wise_N_L_4,2,0.2754,0.892,0.6699,0.7555,0.9298,0.6609,0.7849,144,2,62,4712,3524,1178,31,57.58
FaceDetection,linear_circular_conv_N_L_4,2,0.36,0.8423,0.5733,0.7623,0.8297,0.6561,0.7849,144,2,62,4712,3524,1178,30,55.02
FaceDetection,linear_additive_N_L_4,3,0.6758,0.5755,0.6853,0.5713,0.7006,0.5317,0.7837,144,2,62,4712,3524,1178,36,61.3
FaceDetection,linear_component_wise_N_L_4,3,0.2968,0.8793,0.6763,0.7453,0.8695,0.6688,0.7849,144,2,62,4712,3524,1178,26,51.52
FaceDetection,linear_circular_conv_N_L_4,3,0.3994,0.8283,0.5534,0.7572,0.8015,0.6473,0.7849,144,2,62,4712,3524,1178,27,52.58
FaceDetection,linear_additive_N_L_4,4,0.6747,0.5857,0.6983,0.5552,0.7037,0.5318,0.7837,144,2,62,4712,3524,1178,46,72.27
FaceDetection,linear_component_wise_N_L_4,4,0.2708,0.8907,0.6515,0.7648,0.9244,0.6575,0.7849,144,2,62,4712,3524,1178,28,55.31
FaceDetection,linear_circular_conv_N_L_4,4,0.4622,0.7905,0.5386,0.7573,0.7175,0.6566,0.7849,144,2,62,4712,3524,1178,23,48.41
FaceDetection,linear_additive_N_L_4,5,0.6983,0.5112,0.6925,0.5382,0.695,0.4969,0.7835,144,2,62,4712,3524,1178,24,47.43
FaceDetection,linear_component_wise_N_L_4,5,0.4289,0.8122,0.5525,0.7538,0.7531,0.6552,0.7849,144,2,62,4712,3524,1178,20,45.82
FaceDetection,linear_circular_conv_N_L_4,5,0.2719,0.8905,0.6787,0.7606,0.931,0.6575,0.7849,144,2,62,4712,3524,1178,41,70.3
FaceDetection,linear_additive_N_L_4,6,0.6856,0.544,0.6886,0.562,0.6925,0.536,0.7837,144,2,62,4712,3524,1178,18,40.42
FaceDetection,linear_component_wise_N_L_4,6,0.3929,0.8378,0.55,0.7631,0.7432,0.6759,0.7849,144,2,62,4712,3524,1178,23,50.16
FaceDetection,linear_circular_conv_N_L_4,6,0.4252,0.8067,0.5483,0.7504,0.7197,0.6569,0.7849,144,2,62,4712,3524,1178,24,50.08
FaceDetection,linear_additive_N_L_4,7,0.6928,0.5055,0.6933,0.5203,0.7513,0.5156,0.7835,144,2,62,4712,3524,1178,19,42.53
FaceDetection,linear_component_wise_N_L_4,7,0.3851,0.8353,0.5673,0.7708,0.761,0.6663,0.7849,144,2,62,4712,3524,1178,22,46.16
FaceDetection,linear_circular_conv_N_L_4,7,0.4231,0.8082,0.5604,0.7555,0.7473,0.66,0.7849,144,2,62,4712,3524,1178,25,53.16
FaceDetection,linear_additive_N_L_4,8,0.6797,0.5713,0.7013,0.5458,0.7008,0.5292,0.7837,144,2,62,4712,3524,1178,37,63.36
FaceDetection,linear_component_wise_N_L_4,8,0.3112,0.8741,0.6102,0.7623,0.8653,0.6768,0.7849,144,2,62,4712,3524,1178,23,48.52
FaceDetection,linear_circular_conv_N_L_4,8,0.3956,0.8273,0.5519,0.753,0.7469,0.6603,0.7849,144,2,62,4712,3524,1178,25,51.6
FaceDetection,linear_additive_N_L_4,9,0.6889,0.5344,0.6939,0.5433,0.6938,0.5187,0.7837,144,2,62,4712,3524,1178,21,44.78
FaceDetection,linear_component_wise_N_L_4,9,0.3629,0.8502,0.5877,0.753,0.767,0.6589,0.7849,144,2,62,4712,3524,1178,22,47.73
FaceDetection,linear_circular_conv_N_L_4,9,0.4497,0.7933,0.542,0.7666,0.7442,0.6566,0.7849,144,2,62,4712,3524,1178,34,62.53
FaceDetection,linear_additive_N_L_4,10,0.6824,0.5575,0.6892,0.556,0.693,0.5406,0.7837,144,2,62,4712,3524,1178,34,60.05
FaceDetection,linear_component_wise_N_L_4,10,0.3209,0.8725,0.6645,0.7411,0.8755,0.6586,0.7849,144,2,62,4712,3524,1178,20,45.62
FaceDetection,linear_circular_conv_N_L_4,10,0.387,0.8321,0.5581,0.7555,0.7554,0.6649,0.7849,144,2,62,4712,3524,1178,23,49.4
InsectWingbeat,linear_additive_N_L_4,1,0.7524,0.7093,1.0528,0.6226,1.0638,0.6215,0.7726,200,10,22,20000,25000,5000,37,125.26
InsectWingbeat,linear_component_wise_N_L_4,1,0.6213,0.7506,1.0443,0.638,1.0525,0.6348,0.7738,200,10,22,20000,25000,5000,31,113.39
InsectWingbeat,linear_circular_conv_N_L_4,1,0.7893,0.6871,1.0152,0.6286,1.0459,0.6162,0.7738,200,10,22,20000,25000,5000,45,160.28
InsectWingbeat,linear_additive_N_L_4,2,0.7304,0.7191,1.0516,0.631,1.0757,0.6236,0.7726,200,10,22,20000,25000,5000,36,124.66
InsectWingbeat,linear_component_wise_N_L_4,2,0.6395,0.7478,1.0112,0.6454,1.0322,0.6367,0.7738,200,10,22,20000,25000,5000,34,120.95
InsectWingbeat,linear_circular_conv_N_L_4,2,0.7577,0.7008,1.0414,0.6278,1.0567,0.6198,0.7738,200,10,22,20000,25000,5000,61,212.21
InsectWingbeat,linear_additive_N_L_4,3,0.8102,0.6882,1.0761,0.6182,1.0648,0.6156,0.7726,200,10,22,20000,25000,5000,33,108.36
InsectWingbeat,linear_component_wise_N_L_4,3,0.6073,0.7582,1.0145,0.6488,1.0272,0.6388,0.7738,200,10,22,20000,25000,5000,29,101.34
InsectWingbeat,linear_circular_conv_N_L_4,3,0.7971,0.682,1.0615,0.6156,1.0898,0.6027,0.7738,200,10,22,20000,25000,5000,59,191.33
InsectWingbeat,linear_additive_N_L_4,4,0.7429,0.7131,1.0694,0.6304,1.0717,0.6204,0.7726,200,10,22,20000,25000,5000,36,115.42
InsectWingbeat,linear_component_wise_N_L_4,4,0.6021,0.7617,1.0021,0.648,1.0157,0.641,0.7738,200,10,22,20000,25000,5000,36,121.99
InsectWingbeat,linear_circular_conv_N_L_4,4,0.8297,0.6633,1.0581,0.6076,1.0545,0.611,0.7738,200,10,22,20000,25000,5000,58,189.3
InsectWingbeat,linear_additive_N_L_4,5,0.683,0.7319,1.0917,0.6198,1.0954,0.616,0.7726,200,10,22,20000,25000,5000,47,151.98
InsectWingbeat,linear_component_wise_N_L_4,5,0.6098,0.7608,1.0237,0.6514,1.0545,0.6399,0.7738,200,10,22,20000,25000,5000,38,130.67
InsectWingbeat,linear_circular_conv_N_L_4,5,0.7633,0.6964,1.0087,0.6316,1.0239,0.6196,0.7738,200,10,22,20000,25000,5000,57,187.56
InsectWingbeat,linear_additive_N_L_4,6,0.7421,0.7121,1.108,0.617,1.1088,0.6147,0.7726,200,10,22,20000,25000,5000,43,134.64
InsectWingbeat,linear_component_wise_N_L_4,6,0.7376,0.7028,1.0268,0.6276,1.0221,0.6246,0.7738,200,10,22,20000,25000,5000,32,111.7
InsectWingbeat,linear_circular_conv_N_L_4,6,0.8405,0.6635,1.0482,0.6168,1.0358,0.6149,0.7738,200,10,22,20000,25000,5000,59,188.54
InsectWingbeat,linear_additive_N_L_4,7,0.7392,0.7151,1.0594,0.6258,1.0747,0.6196,0.7726,200,10,22,20000,25000,5000,40,128.6
InsectWingbeat,linear_component_wise_N_L_4,7,0.701,0.721,0.993,0.6406,1.0099,0.6315,0.7738,200,10,22,20000,25000,5000,27,94.31
InsectWingbeat,linear_circular_conv_N_L_4,7,0.8017,0.6789,1.0659,0.6158,1.0594,0.6103,0.7738,200,10,22,20000,25000,5000,50,165.75
InsectWingbeat,linear_additive_N_L_4,8,0.8739,0.6607,1.0263,0.62,1.0577,0.6092,0.7726,200,10,22,20000,25000,5000,34,108.73
InsectWingbeat,linear_component_wise_N_L_4,8,0.6207,0.7521,1.0092,0.6494,1.0424,0.6361,0.7738,200,10,22,20000,25000,5000,30,107.5
InsectWingbeat,linear_circular_conv_N_L_4,8,0.8703,0.65,1.0387,0.6098,1.0501,0.6002,0.7738,200,10,22,20000,25000,5000,52,171.57
InsectWingbeat,linear_additive_N_L_4,9,0.7829,0.6969,1.0804,0.6134,1.0673,0.6146,0.7726,200,10,22,20000,25000,5000,33,109.24
InsectWingbeat,linear_component_wise_N_L_4,9,0.6741,0.7331,1.01,0.646,1.025,0.6364,0.7738,200,10,22,20000,25000,5000,31,107.08
InsectWingbeat,linear_circular_conv_N_L_4,9,0.89,0.6502,1.0446,0.6096,1.0792,0.595,0.7738,200,10,22,20000,25000,5000,40,135.75
InsectWingbeat,linear_additive_N_L_4,10,0.7698,0.6991,1.0628,0.6236,1.098,0.6133,0.7726,200,10,22,20000,25000,5000,40,127.65
InsectWingbeat,linear_component_wise_N_L_4,10,0.6297,0.7478,1.0357,0.6468,1.0616,0.634,0.7738,200,10,22,20000,25000,5000,34,114.53
InsectWingbeat,linear_circular_conv_N_L_4,10,0.7718,0.6911,1.0742,0.6162,1.0848,0.6062,0.7738,200,10,22,20000,25000,5000,50,166.06
PenDigits,linear_additive_N_L_4,1,0.2858,0.8967,0.2782,0.9173,0.3906,0.8856,0.7041,2,10,8,5995,3498,1499,100,103.54
PenDigits,linear_component_wise_N_L_4,1,0.0611,0.9785,0.0619,0.984,0.1778,0.9585,0.7054,2,10,8,5995,3498,1499,63,76.73
PenDigits,linear_circular_conv_N_L_4,1,0.0724,0.975,0.0925,0.976,0.1846,0.9511,0.7053,2,10,8,5995,3498,1499,50,62.51
PenDigits,linear_additive_N_L_4,2,0.2245,0.9184,0.1722,0.9546,0.2242,0.9328,0.7041,2,10,8,5995,3498,1499,100,105.63
PenDigits,linear_component_wise_N_L_4,2,0.0459,0.9851,0.0603,0.9867,0.164,0.9643,0.7054,2,10,8,5995,3498,1499,94,106.05
PenDigits,linear_circular_conv_N_L_4,2,0.0698,0.9755,0.0837,0.98,0.1641,0.9494,0.7053,2,10,8,5995,3498,1499,68,81.77
PenDigits,linear_additive_N_L_4,3,0.2183,0.9218,0.1838,0.9473,0.2156,0.9291,0.7041,2,10,8,5995,3498,1499,100,105.07
PenDigits,linear_component_wise_N_L_4,3,0.0714,0.9748,0.0685,0.9834,0.1463,0.9605,0.7054,2,10,8,5995,3498,1499,61,76.11
PenDigits,linear_circular_conv_N_L_4,3,0.1089,0.9636,0.1054,0.9727,0.1974,0.9368,0.7053,2,10,8,5995,3498,1499,46,59.1
PenDigits,linear_additive_N_L_4,4,0.2677,0.9012,0.2469,0.93,0.3012,0.9008,0.7041,2,10,8,5995,3498,1499,79,85.22
PenDigits,linear_component_wise_N_L_4,4,0.0507,0.9845,0.053,0.9854,0.1321,0.9668,0.7054,2,10,8,5995,3498,1499,66,78.77
PenDigits,linear_circular_conv_N_L_4,4,0.0653,0.9755,0.0696,0.9833,0.1553,0.9591,0.7053,2,10,8,5995,3498,1499,73,87.58
PenDigits,linear_additive_N_L_4,5,0.2586,0.9109,0.2458,0.9293,0.3328,0.8988,0.7041,2,10,8,5995,3498,1499,100,107.5
PenDigits,linear_component_wise_N_L_4,5,0.0647,0.9795,0.0656,0.9847,0.1536,0.9646,0.7054,2,10,8,5995,3498,1499,60,72.19
PenDigits,linear_circular_conv_N_L_4,5,0.1002,0.9643,0.0807,0.976,0.1953,0.9457,0.7053,2,10,8,5995,3498,1499,54,68.8
PenDigits,linear_additive_N_L_4,6,0.2174,0.9226,0.1985,0.944,0.3108,0.9057,0.7041,2,10,8,5995,3498,1499,100,104.98
PenDigits,linear_component_wise_N_L_4,6,0.0611,0.9796,0.0561,0.9847,0.1859,0.958,0.7054,2,10,8,5995,3498,1499,64,78.76
PenDigits,linear_circular_conv_N_L_4,6,0.082,0.9723,0.0784,0.978,0.223,0.9462,0.7053,2,10,8,5995,3498,1499,53,67.24
PenDigits,linear_additive_N_L_4,7,0.3108,0.8877,0.27,0.9159,0.3757,0.8736,0.7041,2,10,8,5995,3498,1499,89,96.55
PenDigits,linear_component_wise_N_L_4,7,0.0591,0.9793,0.0722,0.982,0.1745,0.9554,0.7054,2,10,8,5995,3498,1499,65,80.54
PenDigits,linear_circular_conv_N_L_4,7,0.052,0.9816,0.0783,0.9827,0.1662,0.9574,0.7053,2,10,8,5995,3498,1499,91,104.2
PenDigits,linear_additive_N_L_4,8,0.2142,0.9219,0.2207,0.9306,0.3072,0.9014,0.7041,2,10,8,5995,3498,1499,100,109.51
PenDigits,linear_component_wise_N_L_4,8,0.0712,0.9768,0.075,0.9806,0.1503,0.9611,0.7054,2,10,8,5995,3498,1499,54,66.66
PenDigits,linear_circular_conv_N_L_4,8,0.087,0.9698,0.0977,0.9767,0.197,0.9445,0.7053,2,10,8,5995,3498,1499,51,65.33
PenDigits,linear_additive_N_L_4,9,0.318,0.8854,0.289,0.9179,0.407,0.8705,0.7041,2,10,8,5995,3498,1499,100,108.26
PenDigits,linear_component_wise_N_L_4,9,0.0564,0.9813,0.0703,0.9846,0.1561,0.9648,0.7054,2,10,8,5995,3498,1499,67,81.98
PenDigits,linear_circular_conv_N_L_4,9,0.0928,0.9666,0.0774,0.9766,0.2018,0.9448,0.7053,2,10,8,5995,3498,1499,67,79.0
PenDigits,linear_additive_N_L_4,10,0.2468,0.9124,0.1617,0.952,0.2237,0.922,0.7041,2,10,8,5995,3498,1499,78,86.37
PenDigits,linear_component_wise_N_L_4,10,0.0531,0.9818,0.0732,0.9833,0.1324,0.9706,0.7054,2,10,8,5995,3498,1499,72,84.17
PenDigits,linear_circular_conv_N_L_4,10,0.0731,0.9765,0.0899,0.9773,0.1776,0.95,0.7053,2,10,8,5995,3498,1499,71,83.73
SpokenArabicDigits,linear_additive_N_L_4,1,0.0137,0.9955,0.0364,0.9864,0.2144,0.9559,0.7322,13,10,93,5279,2199,1320,55,77.17
SpokenArabicDigits,linear_component_wise_N_L_4,1,0.0091,0.9971,0.0505,0.9924,0.0862,0.9732,0.7334,13,10,93,5279,2199,1320,51,77.37
SpokenArabicDigits,linear_circular_conv_N_L_4,1,0.0058,0.9983,0.0419,0.9916,0.0848,0.9759,0.7334,13,10,93,5279,2199,1320,46,72.84
SpokenArabicDigits,linear_additive_N_L_4,2,0.0162,0.9937,0.0161,0.9939,0.1896,0.9577,0.7322,13,10,93,5279,2199,1320,68,91.48
SpokenArabicDigits,linear_component_wise_N_L_4,2,0.0056,0.9987,0.0256,0.9939,0.0507,0.985,0.7334,13,10,93,5279,2199,1320,37,62.06
SpokenArabicDigits,linear_circular_conv_N_L_4,2,0.0268,0.9939,0.0443,0.9887,0.0901,0.9732,0.7334,13,10,93,5279,2199,1320,33,57.66
SpokenArabicDigits,linear_additive_N_L_4,3,0.0247,0.9924,0.0692,0.9849,0.1843,0.9504,0.7322,13,10,93,5279,2199,1320,45,65.75
SpokenArabicDigits,linear_component_wise_N_L_4,3,0.0045,0.999,0.0295,0.9947,0.0469,0.9841,0.7334,13,10,93,5279,2199,1320,34,59.25
SpokenArabicDigits,linear_circular_conv_N_L_4,3,0.0177,0.9957,0.0444,0.9909,0.1049,0.9673,0.7334,13,10,93,5279,2199,1320,36,61.48
SpokenArabicDigits,linear_additive_N_L_4,4,0.06,0.9792,0.0803,0.9788,0.231,0.9336,0.7322,13,10,93,5279,2199,1320,48,69.5
SpokenArabicDigits,linear_component_wise_N_L_4,4,0.0258,0.9917,0.0432,0.9916,0.0778,0.9736,0.7334,13,10,93,5279,2199,1320,34,58.99
SpokenArabicDigits,linear_circular_conv_N_L_4,4,0.0031,0.9998,0.0262,0.9954,0.0799,0.9755,0.7334,13,10,93,5279,2199,1320,59,87.97
SpokenArabicDigits,linear_additive_N_L_4,5,0.0313,0.989,0.0673,0.9811,0.1888,0.9473,0.7322,13,10,93,5279,2199,1320,42,63.28
SpokenArabicDigits,linear_component_wise_N_L_4,5,0.0197,0.996,0.0317,0.9917,0.0608,0.9778,0.7334,13,10,93,5279,2199,1320,32,56.77
SpokenArabicDigits,linear_circular_conv_N_L_4,5,0.0148,0.9956,0.0426,0.9894,0.11,0.9704,0.7334,13,10,93,5279,2199,1320,56,84.7
SpokenArabicDigits,linear_additive_N_L_4,6,0.0109,0.996,0.0504,0.9894,0.1905,0.9618,0.7322,13,10,93,5279,2199,1320,62,85.34
SpokenArabicDigits,linear_component_wise_N_L_4,6,0.0086,0.9977,0.0237,0.9939,0.0559,0.9827,0.7334,13,10,93,5279,2199,1320,47,73.1
SpokenArabicDigits,linear_circular_conv_N_L_4,6,0.0149,0.9971,0.0544,0.9886,0.0952,0.9736,0.7334,13,10,93,5279,2199,1320,41,66.69
SpokenArabicDigits,linear_additive_N_L_4,7,0.0273,0.9922,0.0591,0.9826,0.2734,0.9277,0.7322,13,10,93,5279,2199,1320,46,66.79
SpokenArabicDigits,linear_component_wise_N_L_4,7,0.0074,0.9981,0.0371,0.9932,0.0952,0.9704,0.7334,13,10,93,5279,2199,1320,47,74.18
SpokenArabicDigits,linear_circular_conv_N_L_4,7,0.0128,0.9973,0.0377,0.9917,0.0802,0.9786,0.7334,13,10,93,5279,2199,1320,43,70.48
SpokenArabicDigits,linear_additive_N_L_4,8,0.0184,0.9949,0.0317,0.9894,0.1747,0.9509,0.7322,13,10,93,5279,2199,1320,50,72.9
SpokenArabicDigits,linear_component_wise_N_L_4,8,0.0109,0.9973,0.0254,0.9947,0.1297,0.9632,0.7334,13,10,93,5279,2199,1320,40,65.57
SpokenArabicDigits,linear_circular_conv_N_L_4,8,0.0103,0.9979,0.0495,0.9878,0.11,0.9654,0.7334,13,10,93,5279,2199,1320,37,63.68
SpokenArabicDigits,linear_additive_N_L_4,9,0.011,0.9962,0.0605,0.9871,0.2049,0.9477,0.7322,13,10,93,5279,2199,1320,62,84.77
SpokenArabicDigits,linear_component_wise_N_L_4,9,0.0062,0.999,0.0278,0.9947,0.0778,0.98,0.7334,13,10,93,5279,2199,1320,45,70.73
SpokenArabicDigits,linear_circular_conv_N_L_4,9,0.0078,0.9983,0.0485,0.9917,0.0951,0.9722,0.7334,13,10,93,5279,2199,1320,52,79.72
SpokenArabicDigits,linear_additive_N_L_4,10,0.0077,0.9973,0.0414,0.9902,0.1298,0.9618,0.7322,13,10,93,5279,2199,1320,72,94.91
SpokenArabicDigits,linear_component_wise_N_L_4,10,0.0095,0.9981,0.0197,0.9947,0.1594,0.9609,0.7334,13,10,93,5279,2199,1320,41,66.39
SpokenArabicDigits,linear_circular_conv_N_L_4,10,0.029,0.9915,0.0498,0.9887,0.1094,0.9677,0.7334,13,10,93,5279,2199,1320,49,76.52
LSST,linear_additive_N_L_4,1,0.8544,0.7112,1.1628,0.6301,1.2295,0.6326,0.7137,6,14,36,1967,2466,492,70,48.63
LSST,linear_component_wise_N_L_4,1,0.7248,0.7539,1.2781,0.6118,1.3069,0.6062,0.7149,6,14,36,1967,2466,492,57,44.82
LSST,linear_circular_conv_N_L_4,1,1.1525,0.6019,1.356,0.5813,1.3454,0.5543,0.7149,6,14,36,1967,2466,492,53,42.09
LSST,linear_additive_N_L_4,2,0.9379,0.6771,1.2075,0.6159,1.262,0.6014,0.7137,6,14,36,1967,2466,492,60,42.42
LSST,linear_component_wise_N_L_4,2,1.0149,0.6502,1.2641,0.6159,1.3083,0.5791,0.7149,6,14,36,1967,2466,492,55,43.23
LSST,linear_circular_conv_N_L_4,2,1.1979,0.5923,1.3785,0.5589,1.3887,0.5385,0.7149,6,14,36,1967,2466,492,43,39.06
LSST,linear_additive_N_L_4,3,0.9077,0.6787,1.2502,0.6016,1.299,0.588,0.7137,6,14,36,1967,2466,492,53,40.72
LSST,linear_component_wise_N_L_4,3,0.7867,0.7468,1.2285,0.6138,1.2263,0.6204,0.7149,6,14,36,1967,2466,492,54,42.97
