dataset,model,run,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,size_MB,num_dimensions,num_classes,sequence_length,train_samples,test_samples,validation_samples,best_epoch,training_time_seconds
FaceDetection,linear_additive_sinusoidal,1,,,,,,0.4957,0.2644,144,2,62,4712,3524,1178,1,45.66
FaceDetection,linear_additive_split_sinusoidal,1,,,,,,0.4881,0.2644,144,2,62,4712,3524,1178,1,46.03
FaceDetection,1d_conv_additive_sinusoidal,1,,,,,,0.4969,0.3352,144,2,62,4712,3524,1178,1,46.01
FaceDetection,linear_component_wise_sinusoidal,1,,,,,0.7145,0.4742,0.2655,144,2,62,4712,3524,1178,1,47.22
FaceDetection,1d_conv_component_wise_sinusoidal,1,,,,,0.7333,0.4915,0.3364,144,2,62,4712,3524,1178,1,46.9
FaceDetection,1d_conv_circular_conv_sinusoidal,1,0.332,0.8612,0.5786,0.7581,0.8197,0.6623,0.3366,144,2,62,4712,3524,1178,18,68.07
FaceDetection,1d_conv_circular_conv_split_sinusoidal,1,0.4027,0.83,0.528,0.7674,0.7227,0.6618,0.3384,144,2,62,4712,3524,1178,15,64.81
FaceDetection,linear_additive_sinusoidal,2,,,,,,0.5023,0.2644,144,2,62,4712,3524,1178,1,46.33
FaceDetection,linear_additive_split_sinusoidal,2,,,,,,0.4991,0.2644,144,2,62,4712,3524,1178,1,45.99
FaceDetection,1d_conv_additive_sinusoidal,2,,,,,,0.4926,0.3352,144,2,62,4712,3524,1178,1,46.92
FaceDetection,linear_component_wise_sinusoidal,2,,,,,0.7106,0.5136,0.2655,144,2,62,4712,3524,1178,1,47.81
FaceDetection,1d_conv_component_wise_sinusoidal,2,,,,,0.708,0.5114,0.3364,144,2,62,4712,3524,1178,1,47.5
FaceDetection,1d_conv_circular_conv_sinusoidal,2,0.4211,0.8102,0.5374,0.7615,0.6905,0.6756,0.3383,144,2,62,4712,3524,1178,16,65.06
FaceDetection,1d_conv_circular_conv_split_sinusoidal,2,,,,,0.7077,0.521,0.3364,144,2,62,4712,3524,1178,1,47.63
FaceDetection,linear_additive_sinusoidal,3,,,,,,0.4903,0.2644,144,2,62,4712,3524,1178,1,46.28
FaceDetection,linear_additive_split_sinusoidal,3,,,,,,0.5048,0.2644,144,2,62,4712,3524,1178,1,46.9
FaceDetection,1d_conv_additive_sinusoidal,3,,,,,,0.5054,0.3352,144,2,62,4712,3524,1178,1,46.71
FaceDetection,linear_component_wise_sinusoidal,3,0.3896,0.8251,0.5731,0.7547,0.7753,0.6478,0.2657,144,2,62,4712,3524,1178,19,69.5
FaceDetection,1d_conv_component_wise_sinusoidal,3,,,,,0.7154,0.4827,0.3364,144,2,62,4712,3524,1178,1,46.9
FaceDetection,1d_conv_circular_conv_sinusoidal,3,0.4339,0.8026,0.5177,0.7657,0.6678,0.6686,0.3383,144,2,62,4712,3524,1178,16,66.83
FaceDetection,1d_conv_circular_conv_split_sinusoidal,3,0.3332,0.8608,0.5697,0.7615,0.7942,0.6702,0.3384,144,2,62,4712,3524,1178,15,65.66
FaceDetection,linear_additive_sinusoidal,4,,,,,,0.502,0.2644,144,2,62,4712,3524,1178,1,46.6
FaceDetection,linear_additive_split_sinusoidal,4,,,,,,0.5113,0.2644,144,2,62,4712,3524,1178,1,46.05
FaceDetection,1d_conv_additive_sinusoidal,4,,,,,,0.4892,0.3352,144,2,62,4712,3524,1178,1,46.74
FaceDetection,linear_component_wise_sinusoidal,4,,,,,0.7267,0.5014,0.2655,144,2,62,4712,3524,1178,1,46.92
FaceDetection,1d_conv_component_wise_sinusoidal,4,,,,,0.7082,0.4943,0.3364,144,2,62,4712,3524,1178,1,47.8
FaceDetection,1d_conv_circular_conv_sinusoidal,4,0.396,0.8194,0.5319,0.7657,0.7162,0.6757,0.3383,144,2,62,4712,3524,1178,17,68.11
FaceDetection,1d_conv_circular_conv_split_sinusoidal,4,,,,,0.7173,0.5008,0.3364,144,2,62,4712,3524,1178,1,47.81
FaceDetection,linear_additive_sinusoidal,5,,,,,,0.4866,0.2644,144,2,62,4712,3524,1178,1,45.34
FaceDetection,linear_additive_split_sinusoidal,5,,,,,,0.4895,0.2644,144,2,62,4712,3524,1178,1,47.36
FaceDetection,1d_conv_additive_sinusoidal,5,,,,,,0.4986,0.3352,144,2,62,4712,3524,1178,1,46.59
FaceDetection,linear_component_wise_sinusoidal,5,,,,,0.7196,0.4886,0.2655,144,2,62,4712,3524,1178,1,47.62
FaceDetection,1d_conv_component_wise_sinusoidal,5,,,,,0.7313,0.5082,0.3364,144,2,62,4712,3524,1178,1,46.94
FaceDetection,1d_conv_circular_conv_sinusoidal,5,0.4584,0.7888,0.5075,0.7776,0.6591,0.664,0.3383,144,2,62,4712,3524,1178,16,65.53
FaceDetection,1d_conv_circular_conv_split_sinusoidal,5,,,,,0.7054,0.4878,0.3364,144,2,62,4712,3524,1178,1,46.31
FaceDetection,linear_additive_sinusoidal,6,,,,,,0.4931,0.2644,144,2,62,4712,3524,1178,1,45.73
FaceDetection,linear_additive_split_sinusoidal,6,,,,,,0.4821,0.2644,144,2,62,4712,3524,1178,1,46.34
FaceDetection,1d_conv_additive_sinusoidal,6,,,,,,0.4798,0.3352,144,2,62,4712,3524,1178,1,46.25
FaceDetection,linear_component_wise_sinusoidal,6,,,,,0.7074,0.4963,0.2655,144,2,62,4712,3524,1178,1,47.13
FaceDetection,1d_conv_component_wise_sinusoidal,6,,,,,0.7183,0.4903,0.3364,144,2,62,4712,3524,1178,1,47.28
FaceDetection,1d_conv_circular_conv_sinusoidal,6,,,,,0.7088,0.5153,0.3364,144,2,62,4712,3524,1178,1,47.45
FaceDetection,1d_conv_circular_conv_split_sinusoidal,6,0.1621,0.9395,0.7667,0.7776,1.2376,0.6515,0.3366,144,2,62,4712,3524,1178,15,65.64
FaceDetection,linear_additive_sinusoidal,7,,,,,,0.5014,0.2644,144,2,62,4712,3524,1178,1,46.53
FaceDetection,linear_additive_split_sinusoidal,7,,,,,,0.479,0.2644,144,2,62,4712,3524,1178,1,47.05
FaceDetection,1d_conv_additive_sinusoidal,7,,,,,,0.4819,0.3352,144,2,62,4712,3524,1178,1,46.58
FaceDetection,linear_component_wise_sinusoidal,7,,,,,0.7129,0.4895,0.2655,144,2,62,4712,3524,1178,1,47.3
FaceDetection,1d_conv_component_wise_sinusoidal,7,,,,,0.7226,0.5215,0.3364,144,2,62,4712,3524,1178,1,47.24
FaceDetection,1d_conv_circular_conv_sinusoidal,7,0.4556,0.7908,0.5114,0.7649,0.6489,0.6739,0.3383,144,2,62,4712,3524,1178,16,65.95
FaceDetection,1d_conv_circular_conv_split_sinusoidal,7,,,,,0.7084,0.5096,0.3364,144,2,62,4712,3524,1178,1,48.45
FaceDetection,linear_additive_sinusoidal,8,,,,,,0.5122,0.2644,144,2,62,4712,3524,1178,1,45.92
FaceDetection,linear_additive_split_sinusoidal,8,,,,,,0.4954,0.2644,144,2,62,4712,3524,1178,1,47.31
FaceDetection,1d_conv_additive_sinusoidal,8,,,,,,0.4969,0.3352,144,2,62,4712,3524,1178,1,46.24
FaceDetection,linear_component_wise_sinusoidal,8,,,,,0.739,0.4946,0.2655,144,2,62,4712,3524,1178,1,47.39
FaceDetection,1d_conv_component_wise_sinusoidal,8,0.3835,0.8281,0.5498,0.7657,0.7346,0.6589,0.3384,144,2,62,4712,3524,1178,18,67.43
FaceDetection,1d_conv_circular_conv_sinusoidal,8,0.3824,0.8336,0.5634,0.7556,0.7457,0.6631,0.3366,144,2,62,4712,3524,1178,17,67.22
FaceDetection,1d_conv_circular_conv_split_sinusoidal,8,0.3432,0.8563,0.5768,0.7572,0.7703,0.6725,0.3384,144,2,62,4712,3524,1178,15,65.73
FaceDetection,linear_additive_sinusoidal,9,,,,,,0.5077,0.2644,144,2,62,4712,3524,1178,1,46.34
FaceDetection,linear_additive_split_sinusoidal,9,,,,,,0.4816,0.2644,144,2,62,4712,3524,1178,1,46.2
FaceDetection,1d_conv_additive_sinusoidal,9,,,,,,0.5065,0.3352,144,2,62,4712,3524,1178,1,46.57
FaceDetection,linear_component_wise_sinusoidal,9,,,,,0.7026,0.5085,0.2655,144,2,62,4712,3524,1178,1,47.53
FaceDetection,1d_conv_component_wise_sinusoidal,9,0.3256,0.8565,0.5732,0.7725,0.7774,0.6754,0.3384,144,2,62,4712,3524,1178,17,67.57
FaceDetection,1d_conv_circular_conv_sinusoidal,9,0.4316,0.8011,0.5151,0.7725,0.6833,0.6756,0.3383,144,2,62,4712,3524,1178,16,65.89
FaceDetection,1d_conv_circular_conv_split_sinusoidal,9,,,,,0.6857,0.5545,0.3364,144,2,62,4712,3524,1178,1,47.57
FaceDetection,linear_additive_sinusoidal,10,,,,,,0.4977,0.2644,144,2,62,4712,3524,1178,1,46.06
FaceDetection,linear_additive_split_sinusoidal,10,,,,,,0.4889,0.2644,144,2,62,4712,3524,1178,1,46.52
FaceDetection,1d_conv_additive_sinusoidal,10,,,,,,0.485,0.3352,144,2,62,4712,3524,1178,1,46.57
FaceDetection,linear_component_wise_sinusoidal,10,,,,,0.7407,0.5097,0.2655,144,2,62,4712,3524,1178,1,47.27
FaceDetection,1d_conv_component_wise_sinusoidal,10,0.3909,0.8268,0.5429,0.7631,0.7353,0.6629,0.3384,144,2,62,4712,3524,1178,16,66.61
FaceDetection,1d_conv_circular_conv_sinusoidal,10,0.5074,0.7513,0.5181,0.7631,0.6328,0.6728,0.3383,144,2,62,4712,3524,1178,17,67.97
FaceDetection,1d_conv_circular_conv_split_sinusoidal,10,0.4015,0.8173,0.5259,0.7606,0.7373,0.668,0.3384,144,2,62,4712,3524,1178,15,65.61
InsectWingbeat,linear_additive_sinusoidal,1,,,,,,0.0953,0.2532,200,10,22,20000,25000,5000,1,36.55
InsectWingbeat,linear_additive_split_sinusoidal,1,,,,,,0.1107,0.2532,200,10,22,20000,25000,5000,1,37.39
InsectWingbeat,1d_conv_additive_sinusoidal,1,,,,,,0.098,0.3514,200,10,22,20000,25000,5000,1,39.0
InsectWingbeat,linear_component_wise_sinusoidal,1,0.7725,0.6981,1.0202,0.6242,1.0636,0.6086,0.2546,200,10,22,20000,25000,5000,27,135.69
InsectWingbeat,1d_conv_component_wise_sinusoidal,1,0.6509,0.7485,1.1883,0.6002,1.2053,0.5836,0.3528,200,10,22,20000,25000,5000,18,101.78
InsectWingbeat,1d_conv_circular_conv_sinusoidal,1,0.8153,0.6779,1.1798,0.5842,1.1763,0.5732,0.3528,200,10,22,20000,25000,5000,29,141.27
InsectWingbeat,1d_conv_circular_conv_split_sinusoidal,1,0.7712,0.6953,1.2598,0.5646,1.2676,0.5567,0.3528,200,10,22,20000,25000,5000,36,166.29
InsectWingbeat,linear_additive_sinusoidal,2,,,,,,0.0971,0.2532,200,10,22,20000,25000,5000,1,36.68
InsectWingbeat,linear_additive_split_sinusoidal,2,,,,,,0.1069,0.2532,200,10,22,20000,25000,5000,1,38.02
InsectWingbeat,1d_conv_additive_sinusoidal,2,,,,,,0.1008,0.3514,200,10,22,20000,25000,5000,1,38.73
InsectWingbeat,linear_component_wise_sinusoidal,2,0.8699,0.6599,1.0155,0.6258,1.0327,0.6058,0.2546,200,10,22,20000,25000,5000,26,129.76
InsectWingbeat,1d_conv_component_wise_sinusoidal,2,0.5988,0.7632,1.236,0.5938,1.2582,0.5833,0.3528,200,10,22,20000,25000,5000,18,102.76
InsectWingbeat,1d_conv_circular_conv_sinusoidal,2,0.7908,0.6858,1.1778,0.589,1.1742,0.576,0.3528,200,10,22,20000,25000,5000,30,145.07
InsectWingbeat,1d_conv_circular_conv_split_sinusoidal,2,0.6881,0.7341,1.2922,0.574,1.294,0.5622,0.3528,200,10,22,20000,25000,5000,37,172.51
InsectWingbeat,linear_additive_sinusoidal,3,,,,,,0.0883,0.2532,200,10,22,20000,25000,5000,1,36.68
InsectWingbeat,linear_additive_split_sinusoidal,3,,,,,,0.0947,0.2532,200,10,22,20000,25000,5000,1,36.89
InsectWingbeat,1d_conv_additive_sinusoidal,3,,,,,,0.0934,0.3514,200,10,22,20000,25000,5000,1,38.42
InsectWingbeat,linear_component_wise_sinusoidal,3,0.747,0.7087,1.024,0.6152,1.0484,0.6195,0.2546,200,10,22,20000,25000,5000,27,133.62
InsectWingbeat,1d_conv_component_wise_sinusoidal,3,0.6775,0.7339,1.1567,0.6028,1.1882,0.5886,0.3528,200,10,22,20000,25000,5000,19,104.53
InsectWingbeat,1d_conv_circular_conv_sinusoidal,3,0.7587,0.7009,1.1567,0.59,1.1675,0.5747,0.3528,200,10,22,20000,25000,5000,37,169.56
InsectWingbeat,1d_conv_circular_conv_split_sinusoidal,3,0.8039,0.6839,1.2402,0.5642,1.2438,0.5555,0.3528,200,10,22,20000,25000,5000,27,135.65
InsectWingbeat,linear_additive_sinusoidal,4,,,,,,0.0967,0.2532,200,10,22,20000,25000,5000,1,36.74
InsectWingbeat,linear_additive_split_sinusoidal,4,,,,,,0.1052,0.2532,200,10,22,20000,25000,5000,1,36.34
InsectWingbeat,1d_conv_additive_sinusoidal,4,,,,,,0.1023,0.3514,200,10,22,20000,25000,5000,1,38.91
InsectWingbeat,linear_component_wise_sinusoidal,4,0.7539,0.7043,1.0347,0.6276,1.0617,0.6095,0.2546,200,10,22,20000,25000,5000,32,149.42
InsectWingbeat,1d_conv_component_wise_sinusoidal,4,0.7269,0.7138,1.1787,0.591,1.1512,0.5907,0.3528,200,10,22,20000,25000,5000,19,104.89
InsectWingbeat,1d_conv_circular_conv_sinusoidal,4,0.8021,0.6844,1.2088,0.566,1.2021,0.5698,0.3528,200,10,22,20000,25000,5000,26,129.7
InsectWingbeat,1d_conv_circular_conv_split_sinusoidal,4,0.7213,0.7168,1.2649,0.5656,1.2887,0.5582,0.3528,200,10,22,20000,25000,5000,34,160.24
InsectWingbeat,linear_additive_sinusoidal,5,,,,,,0.1053,0.2532,200,10,22,20000,25000,5000,1,37.24
InsectWingbeat,linear_additive_split_sinusoidal,5,,,,,,0.0984,0.2532,200,10,22,20000,25000,5000,1,36.75
InsectWingbeat,1d_conv_additive_sinusoidal,5,,,,,,0.0978,0.3514,200,10,22,20000,25000,5000,1,38.32
InsectWingbeat,linear_component_wise_sinusoidal,5,0.7638,0.7049,1.0079,0.6346,1.036,0.6218,0.2546,200,10,22,20000,25000,5000,28,135.28
InsectWingbeat,1d_conv_component_wise_sinusoidal,5,0.6161,0.7539,1.2163,0.5996,1.2224,0.5932,0.3528,200,10,22,20000,25000,5000,18,101.64
InsectWingbeat,1d_conv_circular_conv_sinusoidal,5,0.8118,0.6782,1.1526,0.5904,1.1636,0.5736,0.3528,200,10,22,20000,25000,5000,33,156.42
InsectWingbeat,1d_conv_circular_conv_split_sinusoidal,5,0.8843,0.6553,1.2362,0.56,1.2261,0.5562,0.3528,200,10,22,20000,25000,5000,24,125.56
InsectWingbeat,linear_additive_sinusoidal,6,,,,,,0.1039,0.2532,200,10,22,20000,25000,5000,1,36.78
InsectWingbeat,linear_additive_split_sinusoidal,6,,,,,,0.0932,0.2532,200,10,22,20000,25000,5000,1,36.75
InsectWingbeat,1d_conv_additive_sinusoidal,6,,,,,,0.1013,0.3514,200,10,22,20000,25000,5000,1,38.34
InsectWingbeat,linear_component_wise_sinusoidal,6,0.7752,0.6951,1.0163,0.6264,1.0512,0.6138,0.2546,200,10,22,20000,25000,5000,30,141.27
InsectWingbeat,1d_conv_component_wise_sinusoidal,6,0.8738,0.6601,1.1448,0.5878,1.141,0.576,0.3546,200,10,22,20000,25000,5000,17,98.13
InsectWingbeat,1d_conv_circular_conv_sinusoidal,6,0.8357,0.666,1.1697,0.57,1.1861,0.5633,0.3528,200,10,22,20000,25000,5000,31,149.6
InsectWingbeat,1d_conv_circular_conv_split_sinusoidal,6,0.8229,0.6793,1.2436,0.5564,1.2329,0.5526,0.3528,200,10,22,20000,25000,5000,27,133.62
InsectWingbeat,linear_additive_sinusoidal,7,,,,,,0.097,0.2532,200,10,22,20000,25000,5000,1,36.81
InsectWingbeat,linear_additive_split_sinusoidal,7,,,,,,0.0937,0.2532,200,10,22,20000,25000,5000,1,36.56
InsectWingbeat,1d_conv_additive_sinusoidal,7,,,,,,0.1007,0.3514,200,10,22,20000,25000,5000,1,38.09
InsectWingbeat,linear_component_wise_sinusoidal,7,0.7381,0.7101,1.0696,0.6162,1.0692,0.6155,0.2546,200,10,22,20000,25000,5000,29,140.08
InsectWingbeat,1d_conv_component_wise_sinusoidal,7,0.6309,0.7519,1.22,0.5928,1.2498,0.5882,0.3528,200,10,22,20000,25000,5000,18,103.32
InsectWingbeat,1d_conv_circular_conv_sinusoidal,7,0.7767,0.6903,1.1748,0.5842,1.1829,0.5726,0.3528,200,10,22,20000,25000,5000,38,172.01
InsectWingbeat,1d_conv_circular_conv_split_sinusoidal,7,0.8145,0.6766,1.2302,0.565,1.2251,0.5598,0.3528,200,10,22,20000,25000,5000,24,123.93
InsectWingbeat,linear_additive_sinusoidal,8,,,,,,0.1028,0.2532,200,10,22,20000,25000,5000,1,37.02
InsectWingbeat,linear_additive_split_sinusoidal,8,,,,,,0.0969,0.2532,200,10,22,20000,25000,5000,1,37.53
InsectWingbeat,1d_conv_additive_sinusoidal,8,,,,,,0.0968,0.3514,200,10,22,20000,25000,5000,1,38.51
InsectWingbeat,linear_component_wise_sinusoidal,8,0.709,0.7219,1.0462,0.6246,1.0841,0.6122,0.2546,200,10,22,20000,25000,5000,29,141.32
InsectWingbeat,1d_conv_component_wise_sinusoidal,8,0.6543,0.742,1.1878,0.598,1.1861,0.5918,0.3528,200,10,22,20000,25000,5000,18,101.68
InsectWingbeat,1d_conv_circular_conv_sinusoidal,8,0.8185,0.6782,1.1865,0.5832,1.2031,0.5673,0.3528,200,10,22,20000,25000,5000,33,156.48
InsectWingbeat,1d_conv_circular_conv_split_sinusoidal,8,0.7528,0.7043,1.2334,0.5736,1.2526,0.5616,0.3528,200,10,22,20000,25000,5000,32,153.49
InsectWingbeat,linear_additive_sinusoidal,9,,,,,,0.0984,0.2532,200,10,22,20000,25000,5000,1,36.6
InsectWingbeat,linear_additive_split_sinusoidal,9,,,,,,0.0972,0.2532,200,10,22,20000,25000,5000,1,37.24
InsectWingbeat,1d_conv_additive_sinusoidal,9,,,,,,0.1018,0.3514,200,10,22,20000,25000,5000,1,38.9
InsectWingbeat,linear_component_wise_sinusoidal,9,0.7483,0.7071,1.0044,0.633,1.048,0.6184,0.2546,200,10,22,20000,25000,5000,28,135.0
InsectWingbeat,1d_conv_component_wise_sinusoidal,9,0.6346,0.747,1.1981,0.6018,1.2379,0.5846,0.3528,200,10,22,20000,25000,5000,20,108.53
InsectWingbeat,1d_conv_circular_conv_sinusoidal,9,0.8266,0.6745,1.1741,0.5786,1.1809,0.5722,0.3528,200,10,22,20000,25000,5000,33,156.08
InsectWingbeat,1d_conv_circular_conv_split_sinusoidal,9,0.7502,0.7047,1.2885,0.5602,1.2742,0.5565,0.3528,200,10,22,20000,25000,5000,35,159.66
InsectWingbeat,linear_additive_sinusoidal,10,,,,,,0.1033,0.2532,200,10,22,20000,25000,5000,1,37.4
InsectWingbeat,linear_additive_split_sinusoidal,10,,,,,,0.1004,0.2532,200,10,22,20000,25000,5000,1,36.41
InsectWingbeat,1d_conv_additive_sinusoidal,10,,,,,,0.1049,0.3514,200,10,22,20000,25000,5000,1,37.97
InsectWingbeat,linear_component_wise_sinusoidal,10,0.7556,0.704,1.0367,0.6224,1.0583,0.6138,0.2546,200,10,22,20000,25000,5000,35,162.46
InsectWingbeat,1d_conv_component_wise_sinusoidal,10,0.6877,0.7271,1.1424,0.6062,1.1784,0.5947,0.3528,200,10,22,20000,25000,5000,19,105.65
InsectWingbeat,1d_conv_circular_conv_sinusoidal,10,0.795,0.6844,1.1872,0.5774,1.1911,0.5674,0.3528,200,10,22,20000,25000,5000,31,150.12
InsectWingbeat,1d_conv_circular_conv_split_sinusoidal,10,0.8477,0.667,1.2255,0.5692,1.2265,0.5508,0.3528,200,10,22,20000,25000,5000,25,128.28
PenDigits,linear_additive_sinusoidal,1,0.0733,0.9775,0.0605,0.9873,0.0977,0.9734,0.1849,2,10,8,5995,3498,1499,100,108.14
PenDigits,linear_additive_split_sinusoidal,1,0.0903,0.9711,0.0662,0.9847,0.1126,0.9683,0.185,2,10,8,5995,3498,1499,92,103.55
PenDigits,1d_conv_additive_sinusoidal,1,0.0536,0.9835,0.0572,0.9887,0.0669,0.9797,0.1865,2,10,8,5995,3498,1499,46,66.61
PenDigits,linear_component_wise_sinusoidal,1,0.0793,0.9738,0.0902,0.9806,0.1677,0.9597,0.1862,2,10,8,5995,3498,1499,87,103.24
PenDigits,1d_conv_component_wise_sinusoidal,1,0.0115,0.9967,0.0334,0.9953,0.0488,0.9874,0.1877,2,10,8,5995,3498,1499,85,101.79
PenDigits,1d_conv_circular_conv_sinusoidal,1,0.0207,0.9945,0.049,0.9933,0.072,0.9848,0.1877,2,10,8,5995,3498,1499,66,87.12
PenDigits,1d_conv_circular_conv_split_sinusoidal,1,0.0134,0.9967,0.0411,0.994,0.0779,0.9826,0.1877,2,10,8,5995,3498,1499,58,81.07
PenDigits,linear_additive_sinusoidal,2,0.1397,0.9563,0.0831,0.978,0.1533,0.9603,0.1849,2,10,8,5995,3498,1499,54,73.31
PenDigits,linear_additive_split_sinusoidal,2,0.0739,0.9767,0.0454,0.9913,0.0999,0.9717,0.185,2,10,8,5995,3498,1499,92,103.79
PenDigits,1d_conv_additive_sinusoidal,2,,,,,2.5647,0.0451,0.1863,2,10,8,5995,3498,1499,1,27.61
PenDigits,linear_component_wise_sinusoidal,2,0.0785,0.9748,0.0845,0.9773,0.1421,0.9611,0.1862,2,10,8,5995,3498,1499,73,92.25
PenDigits,1d_conv_component_wise_sinusoidal,2,0.0194,0.9947,0.0398,0.9947,0.0561,0.9852,0.1877,2,10,8,5995,3498,1499,52,75.31
PenDigits,1d_conv_circular_conv_sinusoidal,2,0.025,0.993,0.0485,0.9934,0.078,0.9805,0.1877,2,10,8,5995,3498,1499,57,79.76
PenDigits,1d_conv_circular_conv_split_sinusoidal,2,0.0149,0.9958,0.0428,0.9953,0.0939,0.978,0.1877,2,10,8,5995,3498,1499,80,99.27
PenDigits,linear_additive_sinusoidal,3,0.0797,0.975,0.0443,0.9927,0.1088,0.9723,0.1849,2,10,8,5995,3498,1499,100,109.44
PenDigits,linear_additive_split_sinusoidal,3,0.0813,0.9756,0.0601,0.9867,0.0942,0.9746,0.185,2,10,8,5995,3498,1499,87,99.65
PenDigits,1d_conv_additive_sinusoidal,3,0.0444,0.9871,0.0422,0.994,0.0565,0.9829,0.1865,2,10,8,5995,3498,1499,61,80.68
PenDigits,linear_component_wise_sinusoidal,3,0.074,0.9745,0.0762,0.9826,0.1768,0.9525,0.1862,2,10,8,5995,3498,1499,89,106.02
PenDigits,1d_conv_component_wise_sinusoidal,3,0.0268,0.9917,0.0308,0.9953,0.0563,0.9831,0.1877,2,10,8,5995,3498,1499,52,75.56
PenDigits,1d_conv_circular_conv_sinusoidal,3,0.031,0.9915,0.0587,0.994,0.0912,0.9765,0.1877,2,10,8,5995,3498,1499,64,84.19
PenDigits,1d_conv_circular_conv_split_sinusoidal,3,0.0352,0.9908,0.0503,0.992,0.081,0.9788,0.1877,2,10,8,5995,3498,1499,52,75.9
PenDigits,linear_additive_sinusoidal,4,0.0594,0.9815,0.0489,0.9914,0.09,0.9734,0.1849,2,10,8,5995,3498,1499,100,110.57
PenDigits,linear_additive_split_sinusoidal,4,0.0889,0.9711,0.0394,0.9927,0.0982,0.9706,0.185,2,10,8,5995,3498,1499,72,86.84
PenDigits,1d_conv_additive_sinusoidal,4,,,,,2.5065,0.0709,0.1863,2,10,8,5995,3498,1499,1,27.66
PenDigits,linear_component_wise_sinusoidal,4,0.0723,0.9738,0.0717,0.982,0.1483,0.9631,0.1862,2,10,8,5995,3498,1499,95,108.65
PenDigits,1d_conv_component_wise_sinusoidal,4,0.0284,0.9918,0.0458,0.994,0.0472,0.9877,0.1877,2,10,8,5995,3498,1499,57,77.87
PenDigits,1d_conv_circular_conv_sinusoidal,4,0.0169,0.9952,0.0307,0.996,0.0648,0.9866,0.1877,2,10,8,5995,3498,1499,70,90.0
PenDigits,1d_conv_circular_conv_split_sinusoidal,4,0.0142,0.9963,0.051,0.9927,0.0821,0.9794,0.1877,2,10,8,5995,3498,1499,64,84.14
PenDigits,linear_additive_sinusoidal,5,0.0604,0.9823,0.0476,0.9927,0.0878,0.9768,0.1849,2,10,8,5995,3498,1499,100,109.92
PenDigits,linear_additive_split_sinusoidal,5,0.0954,0.9708,0.0639,0.986,0.1427,0.9631,0.185,2,10,8,5995,3498,1499,64,81.35
PenDigits,1d_conv_additive_sinusoidal,5,,,,,2.3319,0.1078,0.1863,2,10,8,5995,3498,1499,1,28.48
PenDigits,linear_component_wise_sinusoidal,5,0.0752,0.9768,0.0748,0.9827,0.161,0.9574,0.1862,2,10,8,5995,3498,1499,82,99.91
PenDigits,1d_conv_component_wise_sinusoidal,5,0.0381,0.9888,0.0403,0.9953,0.062,0.9857,0.1877,2,10,8,5995,3498,1499,54,77.17
PenDigits,1d_conv_circular_conv_sinusoidal,5,0.0134,0.9962,0.0405,0.9953,0.0782,0.9837,0.1877,2,10,8,5995,3498,1499,73,91.75
PenDigits,1d_conv_circular_conv_split_sinusoidal,5,0.0195,0.9953,0.053,0.994,0.083,0.9785,0.1877,2,10,8,5995,3498,1499,61,81.79
PenDigits,linear_additive_sinusoidal,6,0.0941,0.9731,0.0509,0.9894,0.1084,0.9677,0.1849,2,10,8,5995,3498,1499,68,87.56
PenDigits,linear_additive_split_sinusoidal,6,0.0911,0.9722,0.0524,0.9913,0.0907,0.9731,0.185,2,10,8,5995,3498,1499,85,99.57
PenDigits,1d_conv_additive_sinusoidal,6,,,,,2.297,0.1449,0.1863,2,10,8,5995,3498,1499,1,27.86
PenDigits,linear_component_wise_sinusoidal,6,0.0942,0.966,0.0932,0.9753,0.1956,0.95,0.1862,2,10,8,5995,3498,1499,72,90.0
PenDigits,1d_conv_component_wise_sinusoidal,6,0.0212,0.9943,0.042,0.994,0.056,0.9857,0.1877,2,10,8,5995,3498,1499,59,81.25
PenDigits,1d_conv_circular_conv_sinusoidal,6,0.0225,0.9925,0.0453,0.994,0.0676,0.9825,0.1877,2,10,8,5995,3498,1499,58,79.41
PenDigits,1d_conv_circular_conv_split_sinusoidal,6,0.0121,0.9977,0.0451,0.9953,0.1038,0.9751,0.1877,2,10,8,5995,3498,1499,75,95.93
PenDigits,linear_additive_sinusoidal,7,0.0825,0.9736,0.0545,0.9893,0.096,0.9754,0.1849,2,10,8,5995,3498,1499,100,109.88
PenDigits,linear_additive_split_sinusoidal,7,0.0638,0.9786,0.0526,0.99,0.1244,0.968,0.185,2,10,8,5995,3498,1499,100,112.47
PenDigits,1d_conv_additive_sinusoidal,7,0.0637,0.9812,0.0575,0.9887,0.0737,0.9771,0.1865,2,10,8,5995,3498,1499,51,72.19
PenDigits,linear_component_wise_sinusoidal,7,0.098,0.9698,0.0919,0.976,0.1792,0.9511,0.1862,2,10,8,5995,3498,1499,64,84.65
PenDigits,1d_conv_component_wise_sinusoidal,7,0.0287,0.9921,0.0475,0.9933,0.0668,0.982,0.1877,2,10,8,5995,3498,1499,41,67.1
PenDigits,1d_conv_circular_conv_sinusoidal,7,0.0252,0.9942,0.0459,0.996,0.0672,0.9812,0.1877,2,10,8,5995,3498,1499,57,79.58
PenDigits,1d_conv_circular_conv_split_sinusoidal,7,0.0143,0.9963,0.0409,0.9967,0.0648,0.9843,0.1877,2,10,8,5995,3498,1499,58,80.41
PenDigits,linear_additive_sinusoidal,8,0.0496,0.9858,0.0344,0.994,0.0939,0.9717,0.1849,2,10,8,5995,3498,1499,100,112.43
