dataset,model,train_samples,sequence_length,num_classes,mean_acc,std_acc,num_runs_filtered,margin_of_error,confidence_interval
NATOPS,linear_conv_learnable_sinusoidal,144,51,6,0.8967,0.0254,10,0.0182,0.8967 ± 0.0182
NATOPS,linear_conv_random_pe,144,51,6,0.8234,0.0453,10,0.0324,0.8234 ± 0.0324
NATOPS,linear_conv_sinusoidal,144,51,6,0.8617,0.0425,10,0.0304,0.8617 ± 0.0304
NATOPS,linear_no_pe,144,51,6,0.7118,0.0138,8,0.0115,0.7118 ± 0.0115
PEMS-SF,linear_conv_0_8_gaussian_fpe,213,144,7,0.7231,0.0171,10,0.0122,0.7231 ± 0.0122
PEMS-SF,linear_conv_1_sinc_fpe,213,144,7,0.7289,0.0357,10,0.0255,0.7289 ± 0.0255
PEMS-SF,linear_conv_2_sinc_fpe,213,144,7,0.7208,0.0301,10,0.0215,0.7208 ± 0.0215
PEMS-SF,linear_conv_5_sinc_fpe,213,144,7,0.7630,0.0312,10,0.0223,0.7630 ± 0.0223
PEMS-SF,linear_conv_learnable_random_pe,213,144,7,0.7214,0.0396,10,0.0283,0.7214 ± 0.0283
PEMS-SF,linear_conv_learnable_sinusoidal,213,144,7,0.7352,0.0360,10,0.0258,0.7352 ± 0.0258
PEMS-SF,linear_conv_random_pe,213,144,7,0.7104,0.0416,10,0.0298,0.7104 ± 0.0298
PEMS-SF,linear_conv_sinusoidal,213,144,7,0.7376,0.0228,10,0.0163,0.7376 ± 0.0163
PEMS-SF,linear_no_pe,213,144,7,0.5757,0.0614,10,0.0439,0.5757 ± 0.0439
PenDigits,linear_conv_0_8_gaussian_fpe,5995,8,10,0.9615,0.0029,10,0.0021,0.9615 ± 0.0021
PenDigits,linear_conv_1_sinc_fpe,5995,8,10,0.9606,0.0020,8,0.0016,0.9606 ± 0.0016
PenDigits,linear_conv_2_sinc_fpe,5995,8,10,0.9625,0.0035,10,0.0025,0.9625 ± 0.0025
PenDigits,linear_conv_5_sinc_fpe,5995,8,10,0.9599,0.0037,10,0.0026,0.9599 ± 0.0026
PenDigits,linear_conv_learnable_random_pe,5995,8,10,0.9582,0.0027,10,0.0019,0.9582 ± 0.0019
PenDigits,linear_conv_learnable_sinusoidal,5995,8,10,0.9592,0.0030,10,0.0021,0.9592 ± 0.0021
PenDigits,linear_conv_random_pe,5995,8,10,0.9586,0.0043,10,0.0031,0.9586 ± 0.0031
PenDigits,linear_conv_sinusoidal,5995,8,10,0.9556,0.0073,10,0.0052,0.9556 ± 0.0052
PenDigits,linear_no_pe,5995,8,10,0.7445,0.0101,10,0.0072,0.7445 ± 0.0072
PhonemeSpectra,linear_conv_0_8_gaussian_fpe,2652,217,39,0.0712,0.0029,10,0.0021,0.0712 ± 0.0021
PhonemeSpectra,linear_conv_1_sinc_fpe,2652,217,39,0.0722,0.0027,9,0.0021,0.0722 ± 0.0021
PhonemeSpectra,linear_conv_2_sinc_fpe,2652,217,39,0.0705,0.0033,10,0.0023,0.0705 ± 0.0023
PhonemeSpectra,linear_conv_5_sinc_fpe,2652,217,39,0.0715,0.0042,10,0.0030,0.0715 ± 0.0030
PhonemeSpectra,linear_conv_learnable_random_pe,2652,217,39,0.0614,0.0050,10,0.0036,0.0614 ± 0.0036
PhonemeSpectra,linear_conv_learnable_sinusoidal,2652,217,39,0.0680,0.0035,9,0.0027,0.0680 ± 0.0027
PhonemeSpectra,linear_conv_random_pe,2652,217,39,0.0570,0.0021,9,0.0016,0.0570 ± 0.0016
PhonemeSpectra,linear_conv_sinusoidal,2652,217,39,0.0654,0.0048,10,0.0034,0.0654 ± 0.0034
PhonemeSpectra,linear_no_pe,2652,217,39,0.0537,0.0031,10,0.0022,0.0537 ± 0.0022
RacketSports,linear_conv_0_8_gaussian_fpe,120,30,4,0.8428,0.0219,9,0.0169,0.8428 ± 0.0169
RacketSports,linear_conv_1_sinc_fpe,120,30,4,0.8355,0.0274,10,0.0196,0.8355 ± 0.0196
RacketSports,linear_conv_2_sinc_fpe,120,30,4,0.8461,0.0263,10,0.0188,0.8461 ± 0.0188
RacketSports,linear_conv_5_sinc_fpe,120,30,4,0.8368,0.0151,10,0.0108,0.8368 ± 0.0108
RacketSports,linear_conv_learnable_random_pe,120,30,4,0.8217,0.0202,10,0.0145,0.8217 ± 0.0145
RacketSports,linear_conv_learnable_sinusoidal,120,30,4,0.8316,0.0232,10,0.0166,0.8316 ± 0.0166
RacketSports,linear_conv_random_pe,120,30,4,0.7947,0.0282,10,0.0202,0.7947 ± 0.0202
RacketSports,linear_conv_sinusoidal,120,30,4,0.8329,0.0258,10,0.0185,0.8329 ± 0.0185
RacketSports,linear_no_pe,120,30,4,0.7980,0.0350,10,0.0250,0.7980 ± 0.0250
SelfRegulationSCP1,linear_conv_0_8_gaussian_fpe,214,896,2,0.7870,0.0359,10,0.0257,0.7870 ± 0.0257
SelfRegulationSCP1,linear_conv_1_sinc_fpe,214,896,2,0.8013,0.0188,9,0.0145,0.8013 ± 0.0145
SelfRegulationSCP1,linear_conv_2_sinc_fpe,214,896,2,0.8260,0.0250,10,0.0179,0.8260 ± 0.0179
SelfRegulationSCP1,linear_conv_5_sinc_fpe,214,896,2,0.7876,0.0244,9,0.0188,0.7876 ± 0.0188
SelfRegulationSCP1,linear_conv_learnable_random_pe,214,896,2,0.7649,0.0169,8,0.0141,0.7649 ± 0.0141
SelfRegulationSCP1,linear_conv_learnable_sinusoidal,214,896,2,0.7857,0.0271,10,0.0194,0.7857 ± 0.0194
SelfRegulationSCP1,linear_conv_random_pe,214,896,2,0.7717,0.0413,10,0.0296,0.7717 ± 0.0296
SelfRegulationSCP1,linear_conv_sinusoidal,214,896,2,0.7973,0.0199,10,0.0142,0.7973 ± 0.0142
SelfRegulationSCP1,linear_no_pe,214,896,2,0.7512,0.0308,10,0.0220,0.7512 ± 0.0220
SelfRegulationSCP2,linear_conv_0_8_gaussian_fpe,160,1152,2,0.5486,0.0083,8,0.0069,0.5486 ± 0.0069
SelfRegulationSCP2,linear_conv_1_sinc_fpe,160,1152,2,0.5327,0.0153,9,0.0118,0.5327 ± 0.0118
SelfRegulationSCP2,linear_conv_2_sinc_fpe,160,1152,2,0.5528,0.0103,8,0.0086,0.5528 ± 0.0086
SelfRegulationSCP2,linear_conv_5_sinc_fpe,160,1152,2,0.5544,0.0199,10,0.0142,0.5544 ± 0.0142
SelfRegulationSCP2,linear_conv_learnable_random_pe,160,1152,2,0.4850,0.0368,10,0.0263,0.4850 ± 0.0263
SelfRegulationSCP2,linear_conv_learnable_sinusoidal,160,1152,2,0.5211,0.0255,10,0.0182,0.5211 ± 0.0182
SelfRegulationSCP2,linear_conv_random_pe,160,1152,2,0.4993,0.0091,8,0.0076,0.4993 ± 0.0076
SelfRegulationSCP2,linear_conv_sinusoidal,160,1152,2,0.5361,0.0246,10,0.0176,0.5361 ± 0.0176
SelfRegulationSCP2,linear_no_pe,160,1152,2,0.5339,0.0244,9,0.0188,0.5339 ± 0.0188
SpokenArabicDigits,linear_conv_0_8_gaussian_fpe,5279,93,10,0.9762,0.0040,10,0.0029,0.9762 ± 0.0029
SpokenArabicDigits,linear_conv_1_sinc_fpe,5279,93,10,0.9762,0.0079,10,0.0056,0.9762 ± 0.0056
SpokenArabicDigits,linear_conv_2_sinc_fpe,5279,93,10,0.9819,0.0042,9,0.0032,0.9819 ± 0.0032
SpokenArabicDigits,linear_conv_5_sinc_fpe,5279,93,10,0.9797,0.0045,10,0.0032,0.9797 ± 0.0032
SpokenArabicDigits,linear_conv_learnable_random_pe,5279,93,10,0.9796,0.0040,10,0.0028,0.9796 ± 0.0028
SpokenArabicDigits,linear_conv_learnable_sinusoidal,5279,93,10,0.9799,0.0034,9,0.0026,0.9799 ± 0.0026
SpokenArabicDigits,linear_conv_random_pe,5279,93,10,0.9746,0.0026,10,0.0019,0.9746 ± 0.0019
SpokenArabicDigits,linear_conv_sinusoidal,5279,93,10,0.9761,0.0061,10,0.0043,0.9761 ± 0.0043
SpokenArabicDigits,linear_no_pe,5279,93,10,0.9121,0.0110,10,0.0079,0.9121 ± 0.0079
StandWalkJump,linear_conv_0_8_gaussian_fpe,9,2500,3,0.3481,0.0444,9,0.0342,0.3481 ± 0.0342
StandWalkJump,linear_conv_1_sinc_fpe,9,2500,3,0.3667,0.1267,10,0.0906,0.3667 ± 0.0906
StandWalkJump,linear_conv_2_sinc_fpe,9,2500,3,0.3037,0.0889,9,0.0683,0.3037 ± 0.0683
StandWalkJump,linear_conv_5_sinc_fpe,9,2500,3,0.3000,0.0786,10,0.0562,0.3000 ± 0.0562
StandWalkJump,linear_conv_learnable_random_pe,9,2500,3,0.3500,0.0309,8,0.0258,0.3500 ± 0.0258
StandWalkJump,linear_conv_learnable_sinusoidal,9,2500,3,0.3267,0.0914,10,0.0654,0.3267 ± 0.0654
StandWalkJump,linear_conv_random_pe,9,2500,3,0.3533,0.0322,10,0.0230,0.3533 ± 0.0230
