dataset,model,run,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,size_MB,num_dimensions,num_classes,sequence_length,train_samples,test_samples,validation_samples,n_train_epochs,training_time_seconds
MotorImagery,linear_component_wise_sinusoidal,5,0.6337,0.6486,0.75,0.5714,0.8936,0.48,2.1789,64,2,3000,222,100,56,14,251.74
MotorImagery,1d_conv_component_wise_sinusoidal,5,0.6866,0.5631,0.6877,0.5714,0.7152,0.47,2.2114,64,2,3000,222,100,56,23,377.9
MotorImagery,linear_circular_conv_sinusoidal,5,0.6916,0.5045,0.688,0.5893,0.7013,0.43,2.1786,64,2,3000,222,100,56,28,449.06
MotorImagery,1d_conv_circular_conv_sinusoidal,5,0.6941,0.5135,0.6877,0.6071,0.7053,0.54,2.2114,64,2,3000,222,100,56,30,477.36
MotorImagery,linear_additive_sinusoidal,6,0.6052,0.6667,0.6254,0.6607,,0.47,2.1777,64,2,3000,222,100,56,31,488.67
MotorImagery,1d_conv_additive_sinusoidal,6,0.6703,0.5811,0.7107,0.6071,,0.42,2.2102,64,2,3000,222,100,56,16,278.27
MotorImagery,linear_component_wise_sinusoidal,6,0.6874,0.545,0.7092,0.5357,0.6832,0.55,2.1786,64,2,3000,222,100,56,12,221.53
MotorImagery,1d_conv_component_wise_sinusoidal,6,0.6629,0.5631,0.7162,0.5536,0.6846,0.56,2.2114,64,2,3000,222,100,56,12,222.4
MotorImagery,linear_circular_conv_sinusoidal,6,0.6977,0.509,0.6899,0.5893,0.7,0.5,2.1786,64,2,3000,222,100,56,16,279.33
MotorImagery,1d_conv_circular_conv_sinusoidal,6,0.6959,0.4865,0.6945,0.5357,0.7216,0.43,2.2114,64,2,3000,222,100,56,12,220.33
MotorImagery,linear_additive_sinusoidal,7,0.6952,0.5135,0.6929,0.5536,0.7174,0.54,2.1774,64,2,3000,222,100,56,20,330.44
MotorImagery,1d_conv_additive_sinusoidal,7,0.6999,0.5,0.6852,0.6429,,0.5,2.2123,64,2,3000,222,100,56,14,248.72
MotorImagery,linear_component_wise_sinusoidal,7,0.7016,0.536,0.6919,0.5536,0.6937,0.46,2.1806,64,2,3000,222,100,56,14,247.99
MotorImagery,1d_conv_component_wise_sinusoidal,7,0.7176,0.536,0.6926,0.4821,0.6955,0.51,2.2114,64,2,3000,222,100,56,12,221.26
MotorImagery,linear_circular_conv_sinusoidal,7,0.7068,0.5045,0.6925,0.4821,0.6905,0.53,2.1786,64,2,3000,222,100,56,12,223.31
MotorImagery,1d_conv_circular_conv_sinusoidal,7,0.6939,0.545,0.6801,0.625,0.7087,0.5,2.2114,64,2,3000,222,100,56,42,651.41
MotorImagery,linear_additive_sinusoidal,8,0.6986,0.5045,0.693,0.5179,0.693,0.54,2.1794,64,2,3000,222,100,56,21,346.7
MotorImagery,1d_conv_additive_sinusoidal,8,0.6927,0.5315,0.6973,0.5357,,0.48,2.2123,64,2,3000,222,100,56,22,365.28
MotorImagery,linear_component_wise_sinusoidal,8,0.6757,0.5856,0.7346,0.5179,0.6904,0.53,2.1806,64,2,3000,222,100,56,11,207.81
MotorImagery,1d_conv_component_wise_sinusoidal,8,0.694,0.5045,0.6904,0.5714,0.6934,0.49,2.2114,64,2,3000,222,100,56,16,277.16
MotorImagery,linear_circular_conv_sinusoidal,8,0.7131,0.4775,0.7168,0.5179,0.6927,0.59,2.1786,64,2,3000,222,100,56,13,234.62
MotorImagery,1d_conv_circular_conv_sinusoidal,8,0.6983,0.5541,0.6919,0.5714,0.6967,0.49,2.2116,64,2,3000,222,100,56,15,264.61
MotorImagery,linear_additive_sinusoidal,9,0.6353,0.6306,0.6567,0.6071,0.8332,0.46,2.1774,64,2,3000,222,100,56,24,390.56
MotorImagery,1d_conv_additive_sinusoidal,9,0.6473,0.6261,0.7179,0.625,,0.6,2.2102,64,2,3000,222,100,56,19,319.19
MotorImagery,linear_component_wise_sinusoidal,9,0.7047,0.518,0.6789,0.6071,0.7535,0.44,2.1786,64,2,3000,222,100,56,16,275.62
MotorImagery,1d_conv_component_wise_sinusoidal,9,0.7106,0.4775,0.6973,0.5179,0.7396,0.42,2.2134,64,2,3000,222,100,56,12,222.88
MotorImagery,linear_circular_conv_sinusoidal,9,0.7074,0.518,0.6979,0.4821,0.6874,0.54,2.1786,64,2,3000,222,100,56,17,292.42
MotorImagery,1d_conv_circular_conv_sinusoidal,9,0.7022,0.509,0.7513,0.4821,0.6821,0.56,2.2114,64,2,3000,222,100,56,20,329.66
MotorImagery,linear_additive_sinusoidal,10,0.6889,0.5315,0.6813,0.625,0.7023,0.45,2.1774,64,2,3000,222,100,56,20,330.36
MotorImagery,1d_conv_additive_sinusoidal,10,0.6873,0.527,0.6906,0.5536,,0.42,2.2123,64,2,3000,222,100,56,11,204.12
MotorImagery,linear_component_wise_sinusoidal,10,0.686,0.6081,0.7098,0.5714,0.7244,0.5,2.1786,64,2,3000,222,100,56,13,232.1
MotorImagery,1d_conv_component_wise_sinusoidal,10,0.7059,0.4865,0.7169,0.4821,0.6936,0.49,2.2114,64,2,3000,222,100,56,24,388.73
MotorImagery,linear_circular_conv_sinusoidal,10,0.6931,0.5405,0.692,0.625,0.708,0.48,2.1786,64,2,3000,222,100,56,20,331.96
MotorImagery,1d_conv_circular_conv_sinusoidal,10,0.7163,0.4865,0.7404,0.4821,0.6879,0.51,2.2114,64,2,3000,222,100,56,11,202.87
SelfRegulationSCP1,linear_additive_sinusoidal,1,0.4669,0.7897,0.448,0.7778,0.4684,0.7406,0.9379,6,2,896,214,293,54,27,106.28
SelfRegulationSCP1,1d_conv_additive_sinusoidal,1,,,,,0.7364,0.372,0.9422,6,2,896,214,293,54,1,68.08
SelfRegulationSCP1,1d_conv_component_wise_sinusoidal,1,0.5069,0.7617,0.4914,0.8519,0.4545,0.8499,0.9436,6,2,896,214,293,54,41,128.35
SelfRegulationSCP1,linear_circular_conv_sinusoidal,1,0.4367,0.8084,0.3745,0.8333,0.4314,0.8089,0.9391,6,2,896,214,293,54,37,124.31
SelfRegulationSCP1,1d_conv_circular_conv_sinusoidal,1,0.4618,0.785,0.3732,0.8333,0.4178,0.8157,0.9436,6,2,896,214,293,54,24,105.42
SelfRegulationSCP1,linear_additive_sinusoidal,2,0.404,0.8692,0.3842,0.8519,0.459,0.7986,0.9379,6,2,896,214,293,54,41,126.14
SelfRegulationSCP1,1d_conv_additive_sinusoidal,2,0.318,0.8832,0.1824,0.963,0.8041,0.6997,0.9424,6,2,896,214,293,54,43,128.08
SelfRegulationSCP1,1d_conv_component_wise_sinusoidal,2,0.3294,0.8504,0.4908,0.7963,0.5085,0.7679,0.9436,6,2,896,214,293,54,29,111.32
SelfRegulationSCP1,linear_circular_conv_sinusoidal,2,0.4895,0.7617,0.5053,0.8333,0.4445,0.8464,0.9391,6,2,896,214,293,54,24,105.41
SelfRegulationSCP1,1d_conv_circular_conv_sinusoidal,2,0.4097,0.8084,0.3452,0.8889,0.4646,0.7713,0.9436,6,2,896,214,293,54,30,112.99
SelfRegulationSCP1,linear_additive_sinusoidal,3,0.3868,0.8412,0.3454,0.8333,0.4841,0.7952,0.9379,6,2,896,214,293,54,31,112.86
SelfRegulationSCP1,1d_conv_additive_sinusoidal,3,,,,,0.7002,0.3857,0.9422,6,2,896,214,293,54,1,68.25
SelfRegulationSCP1,1d_conv_component_wise_sinusoidal,3,0.445,0.7897,0.4022,0.8519,0.4326,0.7952,0.9436,6,2,896,214,293,54,31,115.4
SelfRegulationSCP1,linear_circular_conv_sinusoidal,3,0.4787,0.7757,0.4278,0.8333,0.4711,0.8362,0.9391,6,2,896,214,293,54,28,110.28
SelfRegulationSCP1,1d_conv_circular_conv_sinusoidal,3,0.3975,0.7991,0.4088,0.8333,0.5556,0.7508,0.9436,6,2,896,214,293,54,30,113.7
SelfRegulationSCP1,linear_additive_sinusoidal,4,,,,,0.6635,0.6109,0.9377,6,2,896,214,293,54,1,67.58
SelfRegulationSCP1,1d_conv_additive_sinusoidal,4,,,,,0.6186,0.6416,0.9422,6,2,896,214,293,54,1,68.08
SelfRegulationSCP1,1d_conv_component_wise_sinusoidal,4,0.4462,0.8037,0.3655,0.8333,0.469,0.7781,0.9436,6,2,896,214,293,54,26,107.41
SelfRegulationSCP1,linear_circular_conv_sinusoidal,4,0.4663,0.7757,0.4047,0.8519,0.3639,0.843,0.9391,6,2,896,214,293,54,21,100.45
SelfRegulationSCP1,1d_conv_circular_conv_sinusoidal,4,0.5108,0.757,0.479,0.8148,0.474,0.8021,0.9436,6,2,896,214,293,54,42,130.46
SelfRegulationSCP1,linear_additive_sinusoidal,5,0.321,0.8832,0.3737,0.8519,0.7443,0.6962,0.9379,6,2,896,214,293,54,69,162.87
SelfRegulationSCP1,1d_conv_additive_sinusoidal,5,,,,,0.6617,0.6894,0.9422,6,2,896,214,293,54,1,68.36
SelfRegulationSCP1,1d_conv_component_wise_sinusoidal,5,0.4968,0.7757,0.4478,0.8333,0.4528,0.7918,0.9436,6,2,896,214,293,54,34,120.93
SelfRegulationSCP1,linear_circular_conv_sinusoidal,5,0.4849,0.7757,0.4815,0.8333,0.4529,0.8737,0.9391,6,2,896,214,293,54,55,148.87
SelfRegulationSCP1,1d_conv_circular_conv_sinusoidal,5,0.4757,0.8084,0.4166,0.8333,0.4723,0.7781,0.9436,6,2,896,214,293,54,46,135.01
SelfRegulationSCP1,linear_additive_sinusoidal,6,,,,,0.6107,0.7508,0.9377,6,2,896,214,293,54,1,67.9
SelfRegulationSCP1,1d_conv_additive_sinusoidal,6,,,,,0.7125,0.4164,0.9422,6,2,896,214,293,54,1,67.84
SelfRegulationSCP1,1d_conv_component_wise_sinusoidal,6,0.4151,0.7991,0.3584,0.8148,0.4058,0.802,0.9436,6,2,896,214,293,54,29,111.78
SelfRegulationSCP1,linear_circular_conv_sinusoidal,6,0.4563,0.7944,0.395,0.8519,0.4438,0.7986,0.9391,6,2,896,214,293,54,57,151.42
SelfRegulationSCP1,1d_conv_circular_conv_sinusoidal,6,0.4569,0.7991,0.4621,0.8333,0.4731,0.785,0.9436,6,2,896,214,293,54,29,111.44
SelfRegulationSCP1,linear_additive_sinusoidal,7,,,,,0.6307,0.7679,0.9377,6,2,896,214,293,54,1,68.02
SelfRegulationSCP1,1d_conv_additive_sinusoidal,7,,,,,0.6045,0.6689,0.9422,6,2,896,214,293,54,1,68.31
SelfRegulationSCP1,1d_conv_component_wise_sinusoidal,7,0.4142,0.8178,0.4516,0.8148,0.4805,0.7884,0.9436,6,2,896,214,293,54,29,111.43
SelfRegulationSCP1,linear_circular_conv_sinusoidal,7,0.417,0.7897,0.4043,0.8519,0.4575,0.8294,0.9391,6,2,896,214,293,54,41,128.74
SelfRegulationSCP1,1d_conv_circular_conv_sinusoidal,7,0.438,0.8084,0.3956,0.8704,0.4424,0.8191,0.9436,6,2,896,214,293,54,28,111.32
SelfRegulationSCP1,linear_additive_sinusoidal,8,,,,,0.7258,0.2252,0.9377,6,2,896,214,293,54,1,68.14
SelfRegulationSCP1,1d_conv_additive_sinusoidal,8,,,,,0.7955,0.3311,0.9422,6,2,896,214,293,54,1,68.14
SelfRegulationSCP1,1d_conv_component_wise_sinusoidal,8,0.4113,0.8178,0.4104,0.8333,0.3811,0.8328,0.9436,6,2,896,214,293,54,35,121.07
SelfRegulationSCP1,linear_circular_conv_sinusoidal,8,0.4717,0.7804,0.4383,0.7778,0.408,0.8328,0.9391,6,2,896,214,293,54,30,112.93
SelfRegulationSCP1,1d_conv_circular_conv_sinusoidal,8,0.5329,0.7384,0.504,0.7778,0.4586,0.8123,0.9436,6,2,896,214,293,54,24,105.68
SelfRegulationSCP1,linear_additive_sinusoidal,9,0.3857,0.8411,0.3457,0.8519,0.5573,0.7543,0.9379,6,2,896,214,293,54,34,116.29
SelfRegulationSCP1,1d_conv_additive_sinusoidal,9,,,,,0.716,0.5051,0.9422,6,2,896,214,293,54,1,68.83
SelfRegulationSCP1,1d_conv_component_wise_sinusoidal,9,0.4719,0.7617,0.4382,0.7963,0.4881,0.7781,0.9436,6,2,896,214,293,54,25,106.58
SelfRegulationSCP1,linear_circular_conv_sinusoidal,9,,,,,0.664,0.5324,0.9388,6,2,896,214,293,54,1,69.92
SelfRegulationSCP1,1d_conv_circular_conv_sinusoidal,9,,,,,0.6721,0.6894,0.9433,6,2,896,214,293,54,1,70.06
SelfRegulationSCP1,linear_additive_sinusoidal,10,0.3982,0.8271,0.3403,0.8704,0.4775,0.8123,0.9379,6,2,896,214,293,54,55,145.17
SelfRegulationSCP1,1d_conv_additive_sinusoidal,10,,,,,0.7479,0.4062,0.9422,6,2,896,214,293,54,1,67.94
SelfRegulationSCP1,1d_conv_component_wise_sinusoidal,10,0.4922,0.785,0.4412,0.8333,0.4489,0.8362,0.9436,6,2,896,214,293,54,32,116.6
SelfRegulationSCP1,linear_circular_conv_sinusoidal,10,0.5043,0.785,0.4666,0.7963,0.4555,0.7986,0.9391,6,2,896,214,293,54,26,108.61
SelfRegulationSCP1,1d_conv_circular_conv_sinusoidal,10,0.5172,0.7663,0.4916,0.8333,0.4172,0.8567,0.9436,6,2,896,214,293,54,53,147.18
Heartbeat,linear_additive_sinusoidal,1,,,,,,0.4146,0.905,61,2,405,163,205,41,1,52.89
Heartbeat,1d_conv_additive_sinusoidal,1,,,,,,0.6097,0.9364,61,2,405,163,205,41,1,50.65
Heartbeat,linear_component_wise_sinusoidal,1,0.6981,0.5277,0.6103,0.7317,0.5952,0.7171,0.9082,61,2,405,163,205,41,14,63.4
Heartbeat,1d_conv_component_wise_sinusoidal,1,,,,,0.6874,0.5902,0.9375,61,2,405,163,205,41,1,52.8
Heartbeat,linear_circular_conv_sinusoidal,1,0.8753,0.6994,0.5695,0.7073,0.6404,0.7171,0.9062,61,2,405,163,205,41,19,67.75
Heartbeat,1d_conv_circular_conv_sinusoidal,1,0.554,0.7608,0.6196,0.7317,0.6526,0.6927,0.9375,61,2,405,163,205,41,16,66.68
Heartbeat,linear_additive_sinusoidal,2,,,,,0.7006,0.5268,0.905,61,2,405,163,205,41,1,51.73
Heartbeat,1d_conv_additive_sinusoidal,2,,,,,,0.5756,0.9364,61,2,405,163,205,41,1,51.72
Heartbeat,linear_component_wise_sinusoidal,2,,,,,0.6475,0.6927,0.9062,61,2,405,163,205,41,1,52.82
Heartbeat,1d_conv_component_wise_sinusoidal,2,0.6718,0.6748,0.6424,0.7317,0.6006,0.7219,0.9395,61,2,405,163,205,41,14,63.45
Heartbeat,linear_circular_conv_sinusoidal,2,0.7174,0.7178,0.6128,0.7317,0.6238,0.7073,0.9062,61,2,405,163,205,41,16,65.76
Heartbeat,1d_conv_circular_conv_sinusoidal,2,,,,,0.6899,0.5805,0.9375,61,2,405,163,205,41,1,53.64
Heartbeat,linear_additive_sinusoidal,3,,,,,,0.3463,0.905,61,2,405,163,205,41,1,51.2
Heartbeat,1d_conv_additive_sinusoidal,3,,,,,,0.6634,0.9364,61,2,405,163,205,41,1,51.25
Heartbeat,linear_component_wise_sinusoidal,3,0.8184,0.3006,0.6188,0.7317,0.6065,0.7122,0.9082,61,2,405,163,205,41,14,63.6
Heartbeat,1d_conv_component_wise_sinusoidal,3,0.6282,0.6871,0.6838,0.7317,0.6707,0.7122,0.9395,61,2,405,163,205,41,14,63.68
Heartbeat,linear_circular_conv_sinusoidal,3,0.6565,0.7055,0.5893,0.7317,0.5556,0.7464,0.9082,61,2,405,163,205,41,14,64.49
Heartbeat,1d_conv_circular_conv_sinusoidal,3,0.5379,0.7301,0.5765,0.7561,0.5313,0.7464,0.9395,61,2,405,163,205,41,14,63.58
Heartbeat,linear_additive_sinusoidal,4,,,,,,0.2829,0.905,61,2,405,163,205,41,1,51.37
Heartbeat,1d_conv_additive_sinusoidal,4,,,,,,0.2975,0.9364,61,2,405,163,205,41,1,52.47
Heartbeat,linear_component_wise_sinusoidal,4,0.6811,0.7055,0.5731,0.7317,0.6642,0.7025,0.9062,61,2,405,163,205,41,16,65.02
Heartbeat,1d_conv_component_wise_sinusoidal,4,0.6946,0.5092,0.6696,0.7317,0.6654,0.7171,0.9395,61,2,405,163,205,41,17,65.93
Heartbeat,linear_circular_conv_sinusoidal,4,0.6114,0.5828,0.7895,0.7317,0.7759,0.722,0.9082,61,2,405,163,205,41,14,63.93
Heartbeat,1d_conv_circular_conv_sinusoidal,4,0.5443,0.7424,0.6012,0.7561,0.564,0.7415,0.9395,61,2,405,163,205,41,14,64.4
Heartbeat,linear_additive_sinusoidal,5,,,,,,0.4634,0.905,61,2,405,163,205,41,1,51.25
Heartbeat,1d_conv_additive_sinusoidal,5,,,,,,0.5317,0.9364,61,2,405,163,205,41,1,52.23
Heartbeat,linear_component_wise_sinusoidal,5,0.5827,0.7239,0.5781,0.7317,0.5691,0.7219,0.9082,61,2,405,163,205,41,16,64.07
Heartbeat,1d_conv_component_wise_sinusoidal,5,,,,,0.6955,0.5073,0.9375,61,2,405,163,205,41,1,53.84
Heartbeat,linear_circular_conv_sinusoidal,5,0.6905,0.5705,0.6217,0.7317,0.612,0.722,0.9082,61,2,405,163,205,41,14,63.16
Heartbeat,1d_conv_circular_conv_sinusoidal,5,0.6551,0.6135,0.9581,0.7317,0.922,0.722,0.9395,61,2,405,163,205,41,17,65.36
Heartbeat,linear_additive_sinusoidal,6,,,,,,0.6927,0.905,61,2,405,163,205,41,1,52.03
Heartbeat,1d_conv_additive_sinusoidal,6,,,,,,0.6195,0.9364,61,2,405,163,205,41,1,52.16
Heartbeat,linear_component_wise_sinusoidal,6,0.4366,0.7852,0.6213,0.7317,0.5631,0.7561,0.9065,61,2,405,163,205,41,16,64.16
Heartbeat,1d_conv_component_wise_sinusoidal,6,0.6865,0.4724,0.6288,0.7317,0.6059,0.7268,0.9395,61,2,405,163,205,41,14,63.83
Heartbeat,linear_circular_conv_sinusoidal,6,0.7018,0.5031,0.6458,0.7317,0.6127,0.722,0.9082,61,2,405,163,205,41,15,65.06
Heartbeat,1d_conv_circular_conv_sinusoidal,6,0.8064,0.3742,0.591,0.7317,0.5774,0.7171,0.9395,61,2,405,163,205,41,16,65.26
Heartbeat,linear_additive_sinusoidal,7,,,,,,0.7268,0.905,61,2,405,163,205,41,1,50.44
Heartbeat,1d_conv_additive_sinusoidal,7,,,,,,0.6829,0.9364,61,2,405,163,205,41,1,52.8
Heartbeat,linear_component_wise_sinusoidal,7,0.6944,0.4969,0.5688,0.7317,0.5473,0.7415,0.9082,61,2,405,163,205,41,14,62.93
Heartbeat,1d_conv_component_wise_sinusoidal,7,0.5199,0.7669,0.6075,0.7317,0.5584,0.7317,0.9395,61,2,405,163,205,41,15,65.42
Heartbeat,linear_circular_conv_sinusoidal,7,0.7155,0.7178,0.6262,0.7317,0.6261,0.722,0.9062,61,2,405,163,205,41,15,64.1
Heartbeat,1d_conv_circular_conv_sinusoidal,7,0.7089,0.5582,0.6214,0.7317,0.597,0.7219,0.9395,61,2,405,163,205,41,15,64.22
Heartbeat,linear_additive_sinusoidal,8,,,,,,0.7025,0.905,61,2,405,163,205,41,1,51.09
Heartbeat,1d_conv_additive_sinusoidal,8,,,,,,0.3561,0.9364,61,2,405,163,205,41,1,54.75
Heartbeat,linear_component_wise_sinusoidal,8,1.0024,0.3742,0.6072,0.7317,0.5928,0.722,0.9082,61,2,405,163,205,41,14,64.27
Heartbeat,1d_conv_component_wise_sinusoidal,8,,,,,0.7872,0.3561,0.9375,61,2,405,163,205,41,1,55.01
Heartbeat,linear_circular_conv_sinusoidal,8,0.6315,0.7055,0.5681,0.7317,0.5544,0.7171,0.9082,61,2,405,163,205,41,14,62.46
Heartbeat,1d_conv_circular_conv_sinusoidal,8,0.5025,0.7669,0.5849,0.7561,0.5222,0.7317,0.9395,61,2,405,163,205,41,14,61.54
Heartbeat,linear_additive_sinusoidal,9,,,,,,0.6341,0.905,61,2,405,163,205,41,1,50.96
Heartbeat,1d_conv_additive_sinusoidal,9,,,,,,0.2927,0.9364,61,2,405,163,205,41,1,50.43
Heartbeat,linear_component_wise_sinusoidal,9,0.7899,0.5215,0.6496,0.7317,0.6576,0.7171,0.9082,61,2,405,163,205,41,14,61.47
Heartbeat,1d_conv_component_wise_sinusoidal,9,,,,,0.6638,0.7073,0.9375,61,2,405,163,205,41,1,52.28
Heartbeat,linear_circular_conv_sinusoidal,9,0.5494,0.7301,0.6013,0.7317,0.5248,0.7561,0.9082,61,2,405,163,205,41,14,62.51
Heartbeat,1d_conv_circular_conv_sinusoidal,9,0.5368,0.7301,0.5777,0.7317,0.5408,0.7317,0.9395,61,2,405,163,205,41,16,63.32
Heartbeat,linear_additive_sinusoidal,10,,,,,,0.2585,0.905,61,2,405,163,205,41,1,49.75
Heartbeat,1d_conv_additive_sinusoidal,10,,,,,,0.3902,0.9364,61,2,405,163,205,41,1,50.29
Heartbeat,linear_component_wise_sinusoidal,10,0.6897,0.681,0.6224,0.7317,0.5917,0.7171,0.9082,61,2,405,163,205,41,14,61.75
Heartbeat,1d_conv_component_wise_sinusoidal,10,0.6667,0.6687,0.7058,0.7317,0.7079,0.722,0.9395,61,2,405,163,205,41,16,62.39
Heartbeat,linear_circular_conv_sinusoidal,10,0.4923,0.7546,0.6294,0.7561,0.5723,0.7512,0.9082,61,2,405,163,205,41,13,60.31
Heartbeat,1d_conv_circular_conv_sinusoidal,10,0.6761,0.638,0.6405,0.7317,0.6268,0.722,0.9395,61,2,405,163,205,41,15,63.28
SelfRegulationSCP2,linear_additive_sinusoidal,1,0.6955,0.4938,0.7035,0.55,0.696,0.4889,1.0126,7,2,1152,160,180,40,13,94.25
SelfRegulationSCP2,1d_conv_additive_sinusoidal,1,,,,,0.7019,0.4945,1.0157,7,2,1152,160,180,40,1,72.1
SelfRegulationSCP2,linear_component_wise_sinusoidal,1,0.7058,0.4875,0.6944,0.575,0.6932,0.5055,1.0138,7,2,1152,160,180,40,23,113.93
SelfRegulationSCP2,1d_conv_component_wise_sinusoidal,1,0.6842,0.5625,0.6707,0.625,0.6825,0.5722,1.0171,7,2,1152,160,180,40,23,113.41
SelfRegulationSCP2,linear_circular_conv_sinusoidal,1,0.7079,0.55,0.711,0.625,0.7234,0.4444,1.0138,7,2,1152,160,180,40,12,94.39
SelfRegulationSCP2,1d_conv_circular_conv_sinusoidal,1,0.6737,0.5562,0.7124,0.575,0.7008,0.5056,1.0171,7,2,1152,160,180,40,14,97.75
SelfRegulationSCP2,linear_additive_sinusoidal,2,,,,,0.7256,0.5278,1.0107,7,2,1152,160,180,40,1,71.22
SelfRegulationSCP2,1d_conv_additive_sinusoidal,2,,,,,0.725,0.4667,1.0157,7,2,1152,160,180,40,1,72.61
SelfRegulationSCP2,linear_component_wise_sinusoidal,2,,,,,0.7122,0.4389,1.0118,7,2,1152,160,180,40,1,72.49
SelfRegulationSCP2,1d_conv_component_wise_sinusoidal,2,0.4115,0.825,0.7856,0.625,0.9876,0.4944,1.0171,7,2,1152,160,180,40,45,152.39
SelfRegulationSCP2,linear_circular_conv_sinusoidal,2,0.7739,0.4813,0.6821,0.65,0.6889,0.5611,1.0138,7,2,1152,160,180,40,27,121.43
SelfRegulationSCP2,1d_conv_circular_conv_sinusoidal,2,0.6585,0.6437,0.6874,0.65,0.7014,0.5556,1.0171,7,2,1152,160,180,40,27,122.33
SelfRegulationSCP2,linear_additive_sinusoidal,3,0.6703,0.5812,0.7298,0.575,0.7133,0.5333,1.0107,7,2,1152,160,180,40,14,95.8
SelfRegulationSCP2,1d_conv_additive_sinusoidal,3,,,,,0.731,0.4833,1.0157,7,2,1152,160,180,40,1,72.33
SelfRegulationSCP2,linear_component_wise_sinusoidal,3,0.7961,0.5563,0.6869,0.625,0.7221,0.5445,1.0138,7,2,1152,160,180,40,12,93.32
SelfRegulationSCP2,1d_conv_component_wise_sinusoidal,3,0.7929,0.5187,0.7324,0.625,0.7364,0.5167,1.0188,7,2,1152,160,180,40,13,95.21
SelfRegulationSCP2,linear_circular_conv_sinusoidal,3,,,,,0.7105,0.5,1.0118,7,2,1152,160,180,40,1,72.84
SelfRegulationSCP2,1d_conv_circular_conv_sinusoidal,3,,,,,0.6907,0.55,1.0168,7,2,1152,160,180,40,1,72.27
SelfRegulationSCP2,linear_additive_sinusoidal,4,0.8067,0.4937,0.7415,0.525,0.7277,0.5,1.0107,7,2,1152,160,180,40,14,95.89
SelfRegulationSCP2,1d_conv_additive_sinusoidal,4,,,,,0.7374,0.4833,1.0157,7,2,1152,160,180,40,1,72.74
SelfRegulationSCP2,linear_component_wise_sinusoidal,4,0.6782,0.6,0.6893,0.6,0.6902,0.5167,1.0121,7,2,1152,160,180,40,24,115.55
SelfRegulationSCP2,1d_conv_component_wise_sinusoidal,4,0.675,0.5875,0.691,0.6,0.6851,0.5556,1.0171,7,2,1152,160,180,40,26,118.83
SelfRegulationSCP2,linear_circular_conv_sinusoidal,4,0.6755,0.5375,0.6915,0.6,0.6939,0.5333,1.0121,7,2,1152,160,180,40,25,117.36
SelfRegulationSCP2,1d_conv_circular_conv_sinusoidal,4,,,,,0.7127,0.4944,1.0168,7,2,1152,160,180,40,1,72.45
SelfRegulationSCP2,linear_additive_sinusoidal,5,0.6736,0.6062,0.7112,0.55,0.7043,0.5444,1.0126,7,2,1152,160,180,40,16,100.4
SelfRegulationSCP2,1d_conv_additive_sinusoidal,5,,,,,0.7011,0.5167,1.0157,7,2,1152,160,180,40,1,72.85
SelfRegulationSCP2,linear_component_wise_sinusoidal,5,0.7061,0.475,0.7094,0.6,0.6909,0.5278,1.0118,7,2,1152,160,180,40,13,95.11
SelfRegulationSCP2,1d_conv_component_wise_sinusoidal,5,0.6833,0.5875,0.6747,0.625,0.6849,0.5611,1.0171,7,2,1152,160,180,40,24,116.44
SelfRegulationSCP2,linear_circular_conv_sinusoidal,5,0.71,0.5313,0.6927,0.6,0.696,0.5111,1.0138,7,2,1152,160,180,40,12,93.26
SelfRegulationSCP2,1d_conv_circular_conv_sinusoidal,5,0.3771,0.8438,0.7567,0.7,1.2067,0.5,1.0171,7,2,1152,160,180,40,38,141.36
SelfRegulationSCP2,linear_additive_sinusoidal,6,0.8673,0.4125,0.6959,0.55,0.7212,0.5166,1.0126,7,2,1152,160,180,40,14,96.05
SelfRegulationSCP2,1d_conv_additive_sinusoidal,6,0.6815,0.5125,0.6985,0.55,0.7086,0.5055,1.0157,7,2,1152,160,180,40,16,101.17
SelfRegulationSCP2,linear_component_wise_sinusoidal,6,,,,,0.703,0.5,1.0118,7,2,1152,160,180,40,1,71.56
SelfRegulationSCP2,1d_conv_component_wise_sinusoidal,6,,,,,0.6998,0.4945,1.0168,7,2,1152,160,180,40,1,72.24
SelfRegulationSCP2,linear_circular_conv_sinusoidal,6,0.5803,0.6937,0.6662,0.625,0.8466,0.4945,1.0121,7,2,1152,160,180,40,34,133.2
SelfRegulationSCP2,1d_conv_circular_conv_sinusoidal,6,0.6752,0.5812,0.7099,0.575,0.7077,0.5389,1.0171,7,2,1152,160,180,40,20,107.13
SelfRegulationSCP2,linear_additive_sinusoidal,7,,,,,0.7222,0.5278,1.0107,7,2,1152,160,180,40,1,71.68
SelfRegulationSCP2,1d_conv_additive_sinusoidal,7,0.6793,0.575,0.6895,0.6,0.6903,0.5278,1.0176,7,2,1152,160,180,40,15,99.59
SelfRegulationSCP2,linear_component_wise_sinusoidal,7,0.6927,0.5125,0.6926,0.625,0.7018,0.5,1.0138,7,2,1152,160,180,40,31,128.08
SelfRegulationSCP2,1d_conv_component_wise_sinusoidal,7,0.8142,0.4562,0.6779,0.625,0.7119,0.5556,1.0188,7,2,1152,160,180,40,12,93.72
SelfRegulationSCP2,linear_circular_conv_sinusoidal,7,0.7429,0.4562,0.6903,0.6,0.6922,0.5111,1.0138,7,2,1152,160,180,40,28,122.05
